id,original_tweet,sentiment_result,class
815,"@jawapos DPRnya WFH
Pelajarnya PTM
Gimana nih LBP
Siswa boleh RIP, DPR jangan
Hasyeeeem tenan",-3,NEGATIF
816,"RT @_riverheaven: GUBERNUR MBALELO

Saat daerah lain menghentikan PTM, DKI maksa jalan terus. Gubernur ngeyel nanti tinggal lempar masalah…",-17,NEGATIF
817,"@zarazettirazr Rupanya bs ya.

Tp kok permohonan @aniesbaswedan tuk stop PTM di sekolah2, tdk diberi ijin oleh the real president.",8,POSITIF
818,"03.02.'22🍦
Hari ini belajar PTM seruuu, soalnya ada materi debat dan sempet jamkos juga sksks. Wish me luck, besok PH Math 😔👍 https://t.co/PTE2ltBu0u",11,POSITIF
819,"@subschfess pjj, karna kalo ptm sama aja ga banyak dijelasin materi jd bingung &amp; kalo ptm, pulang sekolah mau belajar rasanya capek. tp kl pjj, aku bs lebih produktif",18,POSITIF
820,"@convomf masih ptm 100%. alhamdulilah kotaku masih level 1. kalau udah masuk level 2, ya otomatis balik ptm 50% U____U",4,POSITIF
821,gamau daring pls 😢😢😢 ptm 50% aja 😫😫😫😫,-6,NEGATIF
822,nih yh walau kadang anak kelas ngeselin tp kalo ptm 100% seru,-10,NEGATIF
823,"@warriorReborn_ Makanya opung luhut ttp mau PTM ya apa pun yg terjadi takut di Gitmo kan ? 🤭😁
Cuma2 antek2 wakanda sialan msh kekeuh png covid berjilid2...😡👹",1,POSITIF
824,sama aja. Beneran penyebarannya tetep ga terkontrol. Mau PTM atau PJJ juga sama aja. Sekalipun lu di rumah aja juga sama aja. Beneran sama aja. Out of nowhere lu bisa aja terpapar. Bahkan vaksin pun cuma meringankan gejala dan sama sekali ga bisa melindungi elu. Belum lagi-,55.5,POSITIF
825,"@dimas_skeptis @Rega84409356 @fadlizon Kalau @yunartowijaya punya anak usia sekolah dan dia tidak ingin PTM, bijimana ?",1,POSITIF
826,"@schfess Nope, ptm 1000x lebih baik dripd pjj. Yg prokes aja jgn kendor😌",2,POSITIF
827,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa ha…",14,POSITIF
828,"@fadlizon Masalahnya yang mengajukan PTM itu Anies B, sehingga harus dilawan.",0,NETRAL
829,"@SyaifulHooda Ijin kang, PTM dievaluasi iya, tapi kontek penanganan covid disekolah juga kalau bisa harus ada anggaran khusus dari pemerintah. Jangan sampai sekolah kecil khususnya malah disibukan untuk memenuhi sarana pencegahan covid, dan hal yang lain seperti atk, kuota terabaikan",-2,NEGATIF
830,@jejje113 klo SMA seruan ptm klo kuliah mendingan online sih soalnya aku blm pernah kuliah tatap muka🙃,-1,NEGATIF
831,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg b…",6,POSITIF
832,"ptm gini jd keliatan ansosnya, tp kalo sok friendly jd aneh. hdeh",5,POSITIF
833,"RT @_riverheaven: GUBERNUR MBALELO

Saat daerah lain menghentikan PTM, DKI maksa jalan terus. Gubernur ngeyel nanti tinggal lempar masalah…",-17,NEGATIF
834,"walaupun pjj ga efektif, gw masih takut buat ptm krn case covid lg naik🤧",nan,POSITIF
835,"Kenapa siihhh😭😭😭
Asli dah seneng ptm cuy, kesian maba di kampusku udah pada ngekos eh gak jadi kan mana udh pada ngerantau😭😭 https://t.co/H8lUcUyMJs",12,POSITIF
836,"RT @mouldie_sep: Ada satu sekolah di Bekasi
PTM ditutup pemerintah
Tapi tetep masuk
Ngga usah pake seragam
:(

Kenapa tetep PTM? Karena mos…",4,POSITIF
837,@satriohendri Mungkin saatnya para orangtua 100 persen mendukung menolak PTM di jkt....,0,NETRAL
838,"@fadlizon Kritik yg membangun,  kata yg sealiran,  kritikmu membingungkan kata yg orang berfikir,  . Kritik mu tolol kata rakyat kayak saya,  karna menurut saya PTM di lanjutkan atau di hentikan,  kamu lebih tau..... Dn solosimu apa sebagai wakil rakyat.?????",-27,NEGATIF
839,@Beritasatu Hari ini yg covid bertambah 27ribuan...udah bahaya ni..smentara PTM dki masih jln terus ..gimana ini pak?,-9,NEGATIF
840,"Gamau pjj😭 cape tau pjj,enakan ptm. Ya ga? Tapi ya gimana lagi...mau ga mau harus dilakuin:) kata gue si stay strong,stay safe,stay healthy,stay with me.",-4,NEGATIF
841,"RT @nynov: @CNNIndonesia Dzalim ya pak luhut ini, anak saya yg masih sd dipaksa ptm 100%, ortu ga dikasi pilihan untuk pjj, padahal sudah a…",-4,NEGATIF
842,"PTM di tutup ? Mndingan klo sekolahnya mewah dng kualitas gurunya yg bagus,daring hanya menimbulkan kebodohan.@Itjen_Kemdikbud @kemenpendidikan @pusdatin_dikbud @jokowi @ridwankamil @KemenkesRI",-4,NEGATIF
843,"pas sebelum pandemi-ptm 50% iya, kaya sering bgt dibangunin sm gurunya karna ketiduran jasjahhag malu sumpahhh tp anehnya pas ptm full belum pernah ketiduran?? padhal tidur malemnya jam 23++ smoga aja ga pernahh lg https://t.co/REdygr3F9m",1,POSITIF
844,@schfess klo blm ada kabar berati masih ptm keknya,3,POSITIF
845,"@schfess minimal ptm 50% kek pas dulu. jadi kalo mau pjj ya pjj, mau ptm tinggal dateng ke sekolah.

gue mau pinter masalahnya nder trims",19,POSITIF
846,"@dimas_skeptis @Rega84409356 @fadlizon Sudahlah teori pembelaan elu gak masuk akal .. jangan sok membenarkan Salah satu kalo dasar membenci yg satunya...!

Logika akal sehat aja.. atau jangan2 elu gak punya anak???

Atau pun kalau punya gak merasa sayang kalo anak elu terpalar gara2 PTM di sekolahnya.????",-21,NEGATIF
847,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anakny…",19,POSITIF
848,"sch! ada yang sekolahnya baru beberapa minggu ptm 100% habis itu pjj lagi? 😓

✄・・・
🧐 Trivia: Banjarmasin bermula dari sebuah perkampungan dataran rendah bernama ""Banjarmasih""",-4,NEGATIF
849,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya ka…",-6,NEGATIF
850,"@schfess halah mau pjj alasannya want to still alive tapi tetep keluyuran jalan sana sini sama ga taat ya sama aja bohong. mending ptm 😁

gue tetep tim ptm si. gue bisa2 beneran goblok kalo pjj anjing. materi ga masuk otak semua kalo pjj.",-11,NEGATIF
851,"RT @llyicheee: @schfess @caarebonara PTM FULL GAADA POTONGAN GAADA NEGO GAADA APAPUN ALASANNN, STRES GUE",-14,NEGATIF
852,"RT @hazbyihsany: @Mdy_Asmara1701 Salah Pak Anies.

Kalau Pak Anies ingin PTM distop, mintalah sebaliknya, PTM jangan distop. Maka Luhut aka…",-7,NEGATIF
853,"@subschfess Kadang suka aneh sih, kalau PJJ pengen ptm tapi kalau udh ptm maunya PJJ wkwkwk",15,POSITIF
854,@libidibidibdib males ptm gmn ni by 😭😭😔,-4,NEGATIF
855,"Penolakan spertx alasan dibuat2. Pdhl @aniesbaswedan ingin lindugi generasi.

SMG tdk ada niat benturkan Gub dg warga aplg beri ruang bg buzzeRp dmedsos tuk fitnah, ccmaki, bangun kbencian k Anies

Cm ingat pilkada, dukung n datangi rmh yai dm apa n siapa

https://t.co/crVAId21AJ",-1,NEGATIF
856,@subschfess Both sih.. sometimes pjj gue butuhin kalo lagi cape dan sibuk gitu. Kalo ptm buat ngilangin stres di rumah karena bisa ketemu ayang😍,-4,NEGATIF
857,"ni harus ijin g nentorin dulu, flu berat, batuk berdahak eyy, ntar murid yg ada ketularan, mana masih ptm disini",-4,NEGATIF
858,@subschfess kemaren sih pengennya ptm terus aja tapi liat kondisi kayak gini mending pjj deh. blm siap mati gue blm tobat banyak yg belum gue lakukan jg plz,-1,NEGATIF
859,ptm 50% gajelas anj,-4,NEGATIF
860,"Cape banget astaga, baru juga PTM sebulan udah daring lagi, ni jatuhnya gua jadi lulusan corona jilid 3 nih.",-12,NEGATIF
861,"@schfess mending distop apa kena covid hayooo

tau tau aj si ni covid lg tinggi, bnrn apa ni org2 mau paksain PTM juga??",4,POSITIF
862,@schfess PTM GANJIL GENAP AJA!1!1!,0,NETRAL
863,"@fahiraidris @rmol_id Bun, menurut sy yang dievaluasi bukan PTM nya. Tp pemda dan pusat hrs akur utk menegur keras klo ada pejabat atau publik figur yg melakukan kegiatan publik melanggar prokes. Mereka yg menyebar virus, peserta didik dan sekolah dijadikan kambing hitam dianggap sbg cluster virus :(",-1,NEGATIF
864,"@subschfess ptm, lu bisa explore atau dapat pengalaman baru yang mungkin tidak sengaja lu dapatkan ketika lu bersoalisasi, lu datang ke kampus/sekolah, lu bisa lebih hidup dengan tidak di dalam rumah terus menerus, yang ada stress pjj terus (di sebagian orang)",12.75,POSITIF
865,"sch! junior, teman sepantaran, teman sekelas sender udah banyak yang positif tapi sekolah masih ptm 😎🤟",11,POSITIF
866,"gapengen ptm gara gara takut ulangan, tapi kalo pjj gue kagak dpet duit.. kan lumayan sehari 20k 🫂🫂",-8,NEGATIF
867,"Saya suka ptm, asal gada mapel ekonomi",-3,NEGATIF
868,"@subschfess PTM, materi lebih jelas, gw klo pjj suka ketiduran wkwk, trs kalo ptm dapet uang jajan ^^",-1,NEGATIF
869,"@jyszaa @schfess Kalo ptm kumpul dalem ruangan sama banyak orang kak. Seperti sender, i wanna still alive🥲🙏🏻",-2,NEGATIF
870,"SchApp! aku tiap ptm rasanya capekk bgt, pas sampe rumah jadi emosian, suka bentak, itu beneran ga sengaja rasanya kek keluar begitu aja dari muluttt, sulit ngontrolnyaa, harus gimana:(",6,POSITIF
871,"RT @aprlndh: @schfess sesuai dugaan gue, kenapa 100% sih, mendingan 25% gitu supaya dapet aja ptm, kita anak smk susah jadinya mana banyaka…",-7,NEGATIF
872,"sejujurnya ptm lebih mantap, daripada pjj. but my brain can't compare.",6,POSITIF
873,PTM 50% ? KENAPA GA DI PJJ IN SMUA SI BUKKK CPEK NIHHH MSALAHNY NO ABSEN GW 1-20 EEK MMF MAK NAMA KU KNP HARUS DEPANNYA A ?,-12,NEGATIF
874,"coba aja aku ga ptm, ga akan aku rela begadang gini 💔 https://t.co/jqWexw9nxE",9,POSITIF
875,@synnn0o0 iyaa kelas gue maennya begitu wkwk.. sekalinya ada masalah sama mereka busett ga nyaman dah sekolah PTM wkwk,0,NETRAL
876,"sch! AH GA ASIK BESOK GA PTM, ga ketemu ayang😭😭😭 mana di sekolahku ga pernah zoom/g.meet lagi. ga dapet uang jajan juga hiksss",7,POSITIF
877,"RT @HollandGurls: @schfess Sebenarnya mah klo gada kasus meninggal yaa terobos aj sih PTM, org klo di PJJ juga pada keluyuran main sana sin…",nan,POSITIF
878,"@schfess ptm full kek 50% kek yg penting ptm pak yaAllah saya mau ukom gaada bekel apa apa, takut bgt",14,POSITIF
879,"Tolong pemerintah kalau ga msu stop PTM keluarkan edaran biarkan kami ortu memilih atau boleh memilih PJJ  untuk anak kami biar kami tenang pa. Jangan dianggak reneh covid ini krn angka kematian belum bnyk 1 nyawa berharga,",4,POSITIF
880,"Aku rencana kl ptm 50% mau aku pake penilaian harian sama bahas soal+review materi aja, tgl 7 maret udah pts 🙂",15,POSITIF
881,"Enaknya PJJ gue bisa maraton film doang, sisanya flopped. Enaknya PTM gue dapet duit, sisanya flopped.",-3,NEGATIF
882,"sch! sedih banget besok sekolah sender ptm nya 50% lagi 😭😭😭 tapi kalau keadaannya kaya gini juga yaa mau gimana lagi, tapi sedih banget jujur 😭",-1,NEGATIF
883,"Dilema sih ! 
Anak anak sudah di vaksin lalu di khawatirkan terjangkit virus ,sehingga PTM dikhawatirkan 🤗 very Nice 
Masalahnya buat apa Vaksin kalo anak anak tetep harus dirumah jadi individualis dan Ansos 🤔💭
Sekolah itu tempat bersosialisasi,mencari teman sebanyak bnknya 🤗 https://t.co/LHy2DHhJkx",-6,NEGATIF
884,Sch! Ada ga yg sekolahnya ada yg positif tpi tetep ngotot ptm? https://t.co/l7KXE59Saj,12,POSITIF
885,sedih bgt ga si jd angkatan 23 sekolah baru sma baru temen baru tp bru ptm tahun ini jd bru kenal mrk tahun ini itupun cmn sekedar nyapa doank,-4,NEGATIF
886,"RT @pinterpolitik: Wih, jadi perlu stop PTM atau nggak nih dengan kondisi saat ini? #politik #pinterpolitik #infografis 
https://t.co/IK9VS…",7.5,POSITIF
887,"@subschfess Ptm, karna kalo pjj cuma dikasi tugas tapi jarang diterangin, truss kalo uh gitu ga fair",-7,NEGATIF
888,"RT @firman__nurhuda: Dari sini kita tau , bahwa Pemerintah mana yang ingin mencegah Penyebaran Covid-19 Lewat PTM.

Koordinator PPKM Jawa-B…",-5,NEGATIF
889,"gue netral aja dah, pjj atau ptm issokeh. kalo level exhausting sama produktivitas nya si ptm, kalo pjj gk ada capek tapi produktivitas menurun banget",2,POSITIF
890,"RT @l0eydust: bisa ga si nge mute mf or twt yg mengandung covid gini sama ptm pjj gini, gue bosen asu",-14,NEGATIF
891,RT @casualwons: pjj kalau lu pada masih keluyuran gak jelas sama aja anjing bilang apa bedanya sama ptm? bilang aja kalau lu pada gak mau b…,8,POSITIF
892,@schfess setuju. jujur gue ptm ketar ketir sendiri kalo kondisinya bgini 🙏🏻,-3,NEGATIF
893,"@CNNIndonesia Kalau PTM harus 100% coba cek kantor dia 100% gak? Cek sekolah punya anaknya 100% gak? Kalau gak jangan maksa... emangnya waktu sakit semua biaya ditanggung? Orang disuruh isoman, nafkah selama sakit gak ditanggung",-22,NEGATIF
894,@inojein kirain masi ptm huhuu,0,NETRAL
895,aaa pgn nangid kalo inget pas ptm kemaren:( mereka yg terlalu baik apa gmn sii kangen temen2😭😭,6,POSITIF
896,"@yuwantino12 @CNNIndonesia Ga boleh minta PJJ di sekolah anak saya, di jakarta itu hrs PTM 100%...bukan masalah levelnya,tapi masalah penyebarannya itu, jakarta lagi tinggi aka,ttp maksain masuk 100%",8,POSITIF
897,"RT @nasipakde: @taktekbum ada sebuah sekolah, banyak yg bergejala tp gak mau ditest dan tracing. pas diintervensi orang luar, terbukti ada…",22,POSITIF
898,tidak memanfaatkan ptm 100% dgn sebaik baiknya dan akhirnya skrg balek ke 50% lg:) 💔,-5,NEGATIF
899,"""gue capek bgt klo ptm"" ""lo emg gatakut kena covid apa kl ptm trus?"" pdhl yg ngomong ngemall &amp; jalan2 mulu",-4,NEGATIF
900,"💙 mohon pencerahannya karna aku udah cape banget sebenernya kaya gini terus. oiya, dulu sempet udah ngerasa move on eh pas ptm jadi gamon lagi sekarang https://t.co/iES1olUS1T",6,POSITIF
901,"Waduh, klo gk ada PTM, nanti pas puasa dan lebaran, kasus covidnya turun, gk bisa larang umat muslim ibadah jamaah deh 😢🤭 https://t.co/FQ6yeQEiQo",nan,POSITIF
902,"@somay52 @Mdy_Asmara1701 sepemikiran kita.., PTM aja dulu ntar klo dah banyak yg kena..bru tuh PPKM, ya sekitar bulan Maret April Mei lahh, poko nya bulan Puasa sama Lebaran gitu..hadeehh",-6,NEGATIF
903,"@Rega84409356 @fadlizon Salah satu alasan tidak PTM adalah agar anak kalau tertular tidak bawa virus ke rumah.
Lha, kan orang tuanya sudah vaksin 

Lagipula sesekali lihatlah di mall dan town square.
Di resto dan kafe banyak bapak² dan ibu² muda kongkow hahahihi sambil ngemil

Ironi yg pahit sekali",-28.5,NEGATIF
904,YaAllah ptmt ke gausah ptm 100 persen,3,POSITIF
905,RT @ProfesorZubairi: Realitas: kasus kematian Covid-19 meningkat 58% dalam sepekan. Per hari ini bahkan ada 38 kematian. Terlalu dini bagi…,nan,POSITIF
906,"RT @PartaiSocmed: Pak @jokowi, DPR saja sudah melakukan pembatasan aktivitas mengapa kebijakan sekolah wajib PTM 100% belum dicabut? Apa ha…",14,POSITIF
907,"@subschfess ptm. materinya lebih masuk, kalo ada apa apa bisa nanya lngsung ke temen ga perlu lama nunggu bales chat, lebih fokus, gerak seharian ga di depan laptop trs, seru bisa main sama temen temen.",16,POSITIF
908,"jgn sampe sekolah gue balik pjj lagi, gue uda nyaman ptm anjirrrr. soalnya klo di sekolah ak bs ktwa ktwi dgn bebas",3,POSITIF
909," @aik_arif Mas @aniesbaswedan kalau memang sangat diperlukan PTM dihentikan sementara, ya ambil tanggung jawab saja hentikan sementara PTM, yg penting anak-anak terlindungi. https://t.co/M9QSe6HQ44",-84,NEGATIF
910,@tercaur wah aku masih ptm sih gak tau nih gimana masih simpang siur,-7.5,NEGATIF
911,"@jisungstroids jangan, kelamaan mending suruh sekolah ptm persesi😗🤌🏻",-4,NEGATIF
912,"@fadlizon PTM distop bnyk yg berisik protes
PTM dilanjut bnyk yg berisik protes
oh, ada apa dengan idn ku?",4,POSITIF
913,klo bisa ptm nya di hentikan smpe ulangan kenaikan/kelulusan ya plzz 🙏🏽,0,NETRAL
914,PENGEN PTM YA ALLAH BIAR NABUNGNYA LANCAR😭😭,13,POSITIF
915,"@dimas_skeptis @fadlizon Ketika org dewasa aj yg sudh lbih pham dan logikanya lebih jaln ambil kputusan ini, knp malah anak2 sekolah diminta tetap PTM? Demi apa? gk tau juga sih..mngkin trkait dgn type imunitas yg loe bilang.. https://t.co/k8Vjd1vRZx",0.75,POSITIF
916,giliran pjj mintanya ptm..giliran udah di kasih ptm 100% malah minta pjj..dahla ga ngerti lagi,10,POSITIF
917,ahahha inget pernah nulis ini di notes! karna awal ptm blm ada temen deket jadi nervous bgtt disuruh perkenalan ulang😢 @dipadipret ily!💝 https://t.co/gFTSt40Lmf,8,POSITIF
918,"@convomf ptm 50%, yok mangats yok",12,POSITIF
919,"@fadlizon Mungkin kah sengaja dipaksakan PTM agar tercapai angka sebaran covid yg ditargetkan sehingga cukup alasan utk menutup dan membatasi semua aktivitas saat Ramadhan dan Idul Fitri ?
#SekedarTanya",-17.25,NEGATIF
920,masih ptm syukur walau udah mulai dibagi *emot sedih* https://t.co/3j9Z3TGbap,2,POSITIF
921,"kasian 2 Adek gua. Yg tadi nya Senin besok PTM full, eh malah daring lagi..
Alhamdulillah SPP dapet potongan lagi 10% xixixi [Mak w cakap macam tuu]",-4,NEGATIF
922,Padahal gue pengen ptm 100% sebelum lulus:(,5,POSITIF
923,@convomfs tergantung situasi. klo ptm n dulu deh,2,POSITIF
924,@convomfs kalo ptm gini mah nay dah nder ntar jd males kek gue wkwk,-13,NEGATIF
925,"sebulan ga salaman, ptm prik, corona prik, omicron prik, smuanya pun prik, yaAllah kapan selesainya kalo bgini terus",0,NETRAL
926,@schfess sumpa udh kek giniii pada masi banyak yg ptm? anjritlahhh,10,POSITIF
927,"@hnurwahid PTM dibiarkan jalan, tp entar shalat ied ditiadakan",4,POSITIF
928,"to be honest seneng sih pjj lagi, soalnya kalo ptm bakal jadi langganan ke uks 👍",5,POSITIF
929,"yg di kampung mending ptm sumpah. pjj sm ptm juga gada bedanya, orang kalo pas ga sekolah juga anak anak pada main bareng

pjj bikin anak goblok hadehhh https://t.co/ofJi70Iwkg",-5,NEGATIF
930,"Khabarnya telah terjadi lonjakan kasus yg terkena corona, kenapa pengajuan setop PTM DKI ditolak...??? Jika para murid / pelajar banyak yg terkenal covid siapakah yg akan bertanggungjawab...?? https://t.co/Xztxdkdo7S",nan,POSITIF
931,"Pas udah ptm dan gaada tugas buat dicontek gabung dia sama yang lain, beuuhhh",-1,NEGATIF
932,@RadioElshinta Tarik rem PPKM diberlakukan sesuai keadaan kalau BOR sudah menembus diatas 50% angka kematian tinggi sekarang tetap PPKM level 2 PTM tetap kapasitas 50% WFH 3Tdigencarkan atau pembatasan kapasitas tempat umum 50%juga dan paling tinggi PPKM level 3 agar ekonomi TDK terganggu,22,POSITIF
933,"@ProfesorZubairi Suara hati anak sklh : tlng kali ini pemerintah mikir dikit buat anak² sklh. CAPE TAU KALO PJJ. Kalo kita PTM 100% menurut gua itu bagus si. Disklh selain materi masuk keotak, disklh diajarin jg kedisiplinan, attitude dll. Tolong bgt biarin sklh, yg ky dimall noh bru suru tutup",-3,NEGATIF
934,"imo mending PTM 100% buat yg lagi PKL, kalo PKLnya PJJ jadi ribet bingung jg ga sii https://t.co/lIqkhvA784",-4,NEGATIF
935,"@widd_yaa Iya soalnya kalo keluarin surat keputusan PJJ lagi bisa ditempeleng mahasiswa yang udah balik kesana buat PTM :)

Alias jaga citra dulu🤧",3,POSITIF
936,"@THETOJIEST hiks gk dlu dah kalo lg pjj gini, keknya klo ptm gue udh gas beli sih 😭",-11,NEGATIF
937,ih anjing gue mau ptm gue gamau pjj,-14,NEGATIF
938,"Aku introvert duduk nya kan berjauhan, nyaman bgt ptm belajar juga tanpa gangguan Kya di rumah, yg mn otak bercabang urusan sekolah+rumah https://t.co/fWZIf85E58",16,POSITIF
939,"Unpopular opinion,Tanpa bermaksud menyinggung, dari sekian banyak kegiatan yg di longgarkan, kenapa PTM yang dihighlight seolah PTM adalah faktor terbesar penyebaran covid? Mall, Club, Event, Konser, yg jalan jalan? :)) https://t.co/Omc9AdmouC",-1,NEGATIF
940,"Apa disich bedanya PPKM dan PTM itu...?
Yang satu mementingkan Kesehatan dengan pencegahan penularan. 
Yang satu mementingkan pendidikan dengan mengabaikan penularan.
Binguuuuuuuuuuuung Gue dengan kebijakan - kebijakan yang ada semua ini yang penuh simpang - siur. https://t.co/fIPFpQ5XFJ https://t.co/Ln0tk6oGOy",14,POSITIF
941,"rasanya 70% pengen ptm soalnya kebutuhan bersosialisasi bisa terpenuhi, tapi 30% diri gue masih males berangkat pagi &amp; kadang capek jg bersosialisasi KEWKWKW",3,POSITIF
942,"RT @vaiyo: Gue udah gak tau lagi nih, gotbener ini orang gila atau orang jahat atau gabungan keduanya? Dia yg buat kebijakan dadakan lewat…",-5,NEGATIF
943,"@StopPlandemit @aniesbaswedan bebaskanlah warga jkt utk sekolah PTM,hilangkan kebijakan harus diswab siswa yg PTM,jauhi alat setan itu,toh batuk,pilek,demam,kan mmng pnyakit sdh dri jaman dlu ada,lgian kan virus ini gak bahaya yg bisa bikin org lgsg mati djln2,bijaksanalh jdi pemimpin,stop swab",4,POSITIF
944,"@subschfess ptm, bawaannya rajin. ketemu temen juga, materi gampang paham terus ngerasa lebih ""hidup"" aja gitu",11,POSITIF
945,"sch! lihatlah jadwal ulangan harian sender buat mingdep iniii huaaaa, mana pas sesi sender gantian ptm😂😭💔 https://t.co/BnEnpF0oqN",1,POSITIF
946,ya allah ptm jangan 100% dong ga kuat sama kehidupan sekolah bikin stress,10,POSITIF
947,"@fadlizon PTM itu kewenangan Kepala Daerah (Gubernur/Walikota/Bupati).
Pak @jokowi sdh minta agar 3 propinsi (DKI Jakarta, Jabar dan Banten) stop PTM, tp anehnya @aniesbaswedan justru minta agar Luhut yg mengentikan PTM di DKI Jkt.

Lucu kan..
Mau pasang jebakan betman.

Itu lah Anies.",16,POSITIF
948,"Sibuk PJJ puyeng mikirin PTM trs bntr lg US trs ape lagi dah gw puyeng semua lah ini:"") https://t.co/djEMbC3MCw",-24,NEGATIF
949,"Sedikit cerita.
Hari ini bener² argg bgt. PTM 100% kenapa harus sebulan doang si tanggung dikit lagi gua lulus. Mulai pjj tahun lalu mental gua udah ombang ambing eh pas PTM 100% tuh mental udah mulai stabil lagi. Pengen cepet cepet PTM 100% lagi😭😭🙏",8,POSITIF
950,"kali ini setujuu walaupun uang jajan babay gutbay tapi seenggaknya lebih aman, dari pada ptm tapi was was mulu trus jadi parnoan kan serem shay https://t.co/7278YqwCi4",0,NETRAL
951,"ternyata ptm membuatku lebih sibuk dan keteteran
kerkom,presentasi,ulangan banyak ya bunddd",5,POSITIF
952,"@fadlizon Apabila :
- Anak² yg ikut PTM sudah divaksin.
- Kedua orang tuanya sudah divaksin.
- Bila di rumah ada lansia, juga sudah vaksin lengkap

Apa salahnya tetap dilakukan PTM??

Anda tidak prihatin 1,5 tahun ini melihat ketimpangan pendidikan gara² sekolah online??",21,POSITIF
953,Hhh iya juga. Setelah sebulan PTM 100% udah ada yang suka buka masker.... https://t.co/3bRa6IYaPA,15,POSITIF
954,"@louvebelle wkwk gapapa mauuu, hari ini capek bangettt. semenjak ptm jadi males-malesan... mau istirahat pun gaada waktu 😢 kalo kamu, gimana?",2,POSITIF
955,"Kasian anak2, mrk dipaksa vaksin spy bs PTM.setelah divaksin ternyata mrk msh bs kena dan hrs onlen lg.trs guna vaksin apa..? https://t.co/J3kje8vR1E",-19,NEGATIF
956,"@schfess Ptm 50% sihh, klo pjj bosen bgt anjr. Tp klo ptm 100% tu ky cpk bgttttt",-7,NEGATIF
957,"@fadlizon Stok vaksin dan pcr masih numpuk!!!!
Habiskan dulu stoknya.....
Baru PTM dikasih izin

.",-11,NEGATIF
958,selama pjj aku stress banget soalnya wkwkwkw jadi ptm bisa jadi tempat healing aku sebentar,1,POSITIF
959,Marah akutuuu dri awal sklh pada ptm 100% jg inimah masalah waktu aja psti penyebaran bakal ada,1.75,POSITIF
960,"PTM dihentikan,alasan nya omicron lagi dan lagi.
Sementara vaksinasi masih juga dikejar kejar.
Ironis.
Kalian betul2 membodohkan generasi bangsa ini kok.",-18,NEGATIF
961,"@schfess karena sekarang masih kurang kondusif kondisinya dan gue juga mau ptm, jadi ya 50% aja lah seenggaknya",0,NETRAL
962,"@IdrisAShomad Tolong pak jgn sampai PTM dihentikan, kasihan anak2 kami sdh divaksin, tp hrs belajar dari rumah lagi. Sekolah anak saya Al Hamidiyah sangat Prokes, bahkan yang lain sdh PTM 100 persen, sekolah Al hamidiyah memilih 50 persen karena kehati-hatian. Semoga Depok tetap PPKM level 2",12,POSITIF
963,"Tpi ya dari awal PTM jga aku udah kayak feeling pasti bakal PJJ lagi. KayK udh tau nnti beneran bakal kembali PJJ, cuma gatau kapan. Bener aja",-3.5,NEGATIF
964,"@schfess ptm full, tapi kalau keadaan sudah mendingan
untuk sekarang lebih baik pjj, takutt:(",6,POSITIF
965,w jjnin smpe abis krna mikir bakal ptm trus eh anjer au ah,-9,NEGATIF
966,"@tempodotco tidak usah, luhut mau covid naik makanya bandara los dol, ptm sekolah los dol, artis borju los dol, maklum luhut takut miskin lagi jualan",16,POSITIF
967,"@schfess Udah dibuka dri awal PTM 100%
Mn gdak prokes, ngeri banget
Tpi gimana lg kantinnya ngegodaa😭",-7,NEGATIF
968,"@schfess pernah gini juga semester lalu, kampus ngelarang ptm tapi ada tim dosen prodi pada ngeyel, satu sircleku positif, untung aja kami dapetnya pas hari2 terakhir mulai libur semester, untung aja kami semua hanya gejala ringan jadi pas tau hanya saling haha hihi",9,POSITIF
969,PTM bikin jantung was-was�,-3,NEGATIF
970,"@convomf Ptm 50, jangan sampai PJJ lah :( nanti nilai anjlok lagi",-5,NEGATIF
971,"@HaekalHanasta Kall aku gakuat sekolah online pusinkk tugasnya banyakkk bgtt 
Pengen ptm Ajaaa huhuhu",10,POSITIF
972,"jujur ga kerasa impact gede pas ptm soalnya per mapel set jam-sejam, materinya juga yg diajarin materi basic yang murid biasanya udah dapet dari lbb. mending balik pjj ajasih https://t.co/hgqkT1LQwi",3,POSITIF
973,"@tempodotco Anak2 sekolah rata2 sdh vaksin 1 dan 2... Utk booster sebagian. PTM aturan tetap 5M.. Terus salahnya dmn'? Info Samarintah... Omicron beda dgn delta.. Mmg dgn PTM dihentikan terus ngaruh'... Sdh 2thn msh seperti ini, Sbnya ya tetap jln dgn prokes ketat dan jgn lupa jaga imun tbh",6,POSITIF
974,RT @CNNIndonesia: Aturan Main dan Syarat Sekolah Setop PTM 100 Persen https://t.co/PaWuVREsEw,10,POSITIF
