,tweet,clean_text
148,"@xenephoria aku tim ptm!! pelajarannya lebih masuk ke otak, lebih semangat juga, bisa ketemu temen"" dan masih banyak hal positif kalo ptmðŸ˜‰. kalo kak zahfran gimana?ðŸ¤¨",aku tim ptm pelajarannya lebih masuk otak lebih semangat ketemu temen banyak hal positif kalau ptm kalau
149,"RT @freedomsya: @subschfess absolutely ptm nder, why? karena introvert atau extrovert, kita sama-sama butuh interaksi sosial untuk menunjanâ€¦",absolutely ptm nder karena introvert extrovert sama sama butuh interaksi sosial menunjang
150,"@hnurwahid @aniesbaswedan Lah baca beritanya yg lengkap om ganteng, Pemda boleh kurangi PTM jadi hanya 50% seperti di daerah lain dgn level yg sama. Ortu juga boleh melarang anaknya utk tdk ikut PTM. Apanya yg tdk bertanggung jawab om? Anda boleh dukung org tertentu tapi jgn subjektif",baca beritanya lengkap om ganteng pemda boleh kurangi ptm jadi daerah lain level sama tua boleh melarang anaknya ikut ptm tanggung jawab om boleh dukung tertentu jangan subjektif
151,@caprifvck Iyaa ih;( tapi tkut kl ptm,iyaa iih takut kalau ptm
152,"RT @JoChristieHuang: Pandemi masih panjang, daripada ribet paksain PTM mendingan modifikasi kurikulum supaya sesuai dengan new normal dan gâ€¦",pandemi panjang ribet paksain ptm mendingan modifikasi kurikulum supaya sesuai new normal
153,"@cremeiylatte Iya sama, tp klo ptm takut jga;(",iya sama kalau ptm takut
154,"@StopPlandemit Ini pernyataan mas mentri @nadiemmakarim gak dianggap apa perihal PTM

Sadar yuk...
Generasi sekarang sedang dibododohkan dan kita pun dimiskinkan dengan alasan corona. https://t.co/l7HjteND4v",pernyataan mas mentri dianggap perihal ptm sadar yuk generasi sekarang dibodohkan dimiskinkan alasan corona
155,"@tanyakanrl Engga sih, ini aja lagi ptm 100% pula",aja lagi ptm pula
156,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang dâ€¦",keliatannya opung lihat jatuh sakit jadi proyek lagi mau ptm stop berkurang
157,"@schfess ptm 50% asik sih, capeknya tuh masih bisa ditahan buat pjj minggu selanjutnyaðŸ¥²",ptm asik capeknya ditahan buat pjj selanjutnya
158,"@schfess kalo d sekolah gw engga, waktu itu ada test pcr berjamaah, dan kls 11 itu negatif smua, dan yg kena kls 12 sm 10 aja.
jadi kemaren tuh yg ptm cm kls 11 aja dan yg pjj kls 10 sm 12, eh hari ini malah smua yg pjj, asu

dan yg awal jd penyebab test pcr berjamaah itu berawal dr anak-",kalau sekolah gue ada test pcr berjamaah kelas negatif semua kena kelas sama aja jadi kemarin ptm cuma kelas aja pjj kelas sama eh malah semua pjj asu awal jadi penyebab test pcr berjamaah berawal dari anak
159,@timeforngambis Engga ini masih ptm biasa,ptm biasa
160,"Tidak Loackdown.
PPKM diharuskan.
PTM tidak dihentikan.
Kerumunan dipertontonkan. 
Bisanya Orang - orang yang sengaja membingungkan Umat itu. 
Sebelum mati ditunjukan kepada mereka Azab yang pedih sebagai cerminan ke-yang lainnya. https://t.co/Athkv6Ygqv https://t.co/njuIXEHE1e",lockdown ppkm diharuskan ptm dihentikan kerumunan dipertontonkan bisanya sengaja membingungkan umat sebelum mati ditunjukan kepada azab pedih sebagai cerminan lainnya
161,"kalo daring tu udh ga dijelasin tugasnya bejibun lagi astaghfirullah, kalo ptm mah sekolah isinya penjelasan materi kerkom sama praktek mendingan lah jarang dapet tugas + ngerti materi",kalau daring sudah dijelasin tugasnya bejibun lagi astaghfirullah kalau ptm mah sekolah isinya penjelasan materi kerja kelompok sama praktek mendingan jarang dapet tugas ngerti materi
162,"@iCroffles enak dongg, tp mingdep balik lagi ptm 100%",enak dong balik lagi ptm
163,RT @realAbikaTrader: @marlina_idha Biar masyarakat tau kalau keputusan PTM itu ternyata wewenang Pemerintah Pusat. Selama ini saya menyangkâ€¦,biar masyarakat tau kalau keputusan ptm ternyata wewenang pemerintah pusat selama saya menyangka
164,"@tanyakanrl belum ada kepastian asli sih, cuma katanya bakal ada ptm 50% lagi D:",belum ada kepastian asli cuma katanya bakal ada ptm lagi
165,"@subschfess ptm lebih paham sm pelajaran nya, enak jg gada kendala grafik sm jaringan",ptm lebih paham sama pelajaran enak gaada kendala grafik sama jaringan
166,"@adisukardi @old_soldier1023 @Dikbudmalangkot @yusufgunawan @ipoksamidub Dari info yang kami terima, SD Sabilillah sdh melakukan penyesuaian proses PTM menyikapi temuan kasus.  Puskesmas @pkm_cisadea jg sdh diinformasikan hal tsb utk tindak lanjut 3T.  Jadi tidak benar bahwa ada yang ditutupi thd kasus tsb.  Tks.",dari info terima sudah melakukan penyesuaian proses ptm menyikapi temuan kasus puskesmas sudah diinformasikan tindak lanjut jadi benar ada ditutupi kasus
167,"@xigfao Masih PTM, cuma ekskul nya aja yang ditiadakan buat sementara ini",ptm cuma ekskul aja ditiadakan buat sementara
168,"back to setiap hari bangun jam segini, PADAHAL UDAH SENENG KALO PTM 100% TUH AKUNYA LEBIH PRODUKTIF HUHU SEHARI HARINYA LEBIH TERTATA",back setiap bangun jam segini sudah seneng kalau ptm akunya lebih produktif huhu sehari harinya lebih tertata
169,"@rulosttt Lebih seru ptm gasiii, gw butek ajg pjj",lebih seru ptm gasiii gue butek anjing pjj
170,"@convomfs PTM LAH, KLO PJJ GAPAHAM MATERI",ptm kalau pjj gapaham materi
171,"@Bundsary Thankyouuu~
Iy nih, dikasih tau rabu besok baru ptm lagi... itupun semoga gk dikelompokan A/B lg ðŸ˜”ðŸ¤šðŸ»",thank you iyaa dikasih tau besok ptm lagi semoga dikelompokan lagi
172,"@myfavjjie gue emang dari dulu pjj harusnya besok Senin ptm 4 the first time in forever, tapi kata pemerintah di suruh pjj in 2 minggu gara-gara omicron(?) WAH APAKAH INI AKAN MENJADI LIBUR 2 MINGGU TAPI 2 TAHUN SEASON 2?ðŸ˜±ðŸ˜±ðŸ˜±",gue emang dari pjj besok ptm first time forever kata pemerintah suruh pjj gegara omicron wah apakah menjadi libur season
173,"RT @HoneyBee2024: @Mdy_Asmara1701 Laksanakan yang terbaik buat rakyat....jangan hiraukan suara pejabat
https://t.co/Nw4H6iv2to",laksanakan terbaik buat rakyat jangan hiraukan suara pejabat
174,"Di sekolah karena ada 3 pilihan, boleh ptm, pjj atau campuran. Tapi demi kebaikan anak2 yg blm bisa kontrol diri, kita pilihlah pjj lagi. Emg sekarang udah ga bisa harapin pemerintah, udahlah lindungin keluarga masing2 aja ðŸ¥² semoga Allah SWT yg tolong. https://t.co/V8YGP6pvta",sekolah karena ada pilihan boleh ptm pjj campuran kebaikan anak belum kontrol diri pilihlah pjj lagi emg sekarang sudah harap pemerintah udahlah lindungin keluarga masing aja semoga allah swt tolong
175,senin balik pjj ya? enakan ptm,balik pjj enakan ptm
176,Kata gue jangan percaya tanggal 9 ptm,kata gue jangan percaya tanggal ptm
177,"@convomf di daerahku udah level 3 ,ada anak sekolah yang udah kena covid juga ,tapi ptm tetep jalan tu ,aturan si di liburin yaa sebelum makin luas lagi penyebarannya",daerahku sudah level ada anak sekolah sudah kena covid ptm jalan aturan liburin yaa luas makin lagi penyebarannya
178,Plisss PTM!! MAU KETEMU MAS R BANGETT LOH,pls ptm mau ketemu mas banget
179,"@dr_koko28 Dok, PTM nih dok gmn nih ? 2 sekolah anak saya tutup gegara bnyk yg terpapar, trs @jokowi bilang isoman 5 hari pasti nanti jd acuan pihak sekolah, ini anak sy isoman dah sminggu lbh blm hilang batukÂ²nya dan radangnya msh positif..",dok ptm dok sekolah anak saya tutup gegara banyak terpapar isoman pasti nanti jadi acuan pihak sekolah anak saya isoman dah lebih belum hilang batuknya radangnya positif
180,"@subschfess PJJ, karna kl PJJ tu lebih gampang bagi waktu dan bisa ngontrol diri. kl PTM tu kyk cape bgt, blm less nya, blm lagi nnt belajarnya. selama aku PTM kyknya hampir gk pernah belajar deh, selain les.",pjj karena kalau pjj lebih gampang bagi kontrol diri kalau ptm kayak cape banget belum les belum lagi nanti belajarnya selama aku ptm kayaknya hampir pernah belajar deh selain les
181,@jaeminatural engga wkwkwkwk males ptm,wkwk males ptm
182,@myfavjjie GUE KANGEN OLAHRAGA HUHUHU MANA GA JADI PTM HUHUHU KANGENNNN,gue kangen olahraga huhuhu jadi ptm huhuhu kangen
183,Blum ada dokumentasi PTM udh daring ajaaaaaaaaa,belum ada dokumentasi ptm sudah daring aja
184,"Mantap , PTM tetap dilanjutkan, bosan anak anak belajar di kasur terus https://t.co/R083S0sTHy",mantap ptm tetap dilanjutkan bosan anak anak belajar kasur
185,"@bbylinoo Aku makan roti tadi, ohh berarti ga langsung semuanya ptm ya hsksks btw semangatt buat hari inii (ï½¡ï½¥Ï‰ï½¥ï½¡)ï¾‰â™¡(ï½¡ï½¥Ï‰ï½¥ï½¡)ï¾‰â™¡",aku makan roti ohh berarti langsung semuanya ptm hsksks way semangat buat
186,"@satriohendri Jadi sudah pasti kan, siapa yang harus bertanggung jawab apabila peserta didik dan tenaga kependidikan tumbang gegara permohonan penangguhan PTM-100% yang ditolak. Suka-suka lu aja deh, mumpung lagi kuasa dan bisa mengatur segalanya.",jadi sudah pasti tanggung jawab apabila peserta didik tenaga kependidikan tumbang gegara permohonan penangguhan ptm ditolak suka suka aja deh mumpung lagi kuasa mengatur segalanya
187,@luvlytaejin aaa iya aku juga sama gt katanya mingdep udah ptm tp klo situasi nya semakin naik keanya ada perubahan,aaa iya aku sama katanya sudah ptm kalau situasi semakin naik kayaknya ada perubahan
188,"Kalau nekat masih gelar PTM artinya dia 
Pejabat Tidaktahu Maluuuuuuu",kalau nekat gelar ptm artinya pejabat tahu malu
189,"Saya mendukung untuk pembatalkan sementara kebijakan PTM di sekolah-sekolah demi menghindari penyebaran virus yg belum diketahui. Takutnya anak sekolah pada jadi zombie kayak di Korea, kan ngeri. Jujur blm kuat untuk lari-larinya.",saya mendukung pembatalkan sementara kebijakan ptm sekolah sekolah menghindari penyebaran virus belum diketahui takutnya anak sekolah jadi zombie kayak korea ngeri jujur belum kuat lari larinya
190,"cape banget sama ptm, banyak tugas kelompok ðŸ˜ ",cape banget sama ptm banyak tugas kelompok
191,"Plis, aku belum ngerasain ptm 100% setidaknya kasih 1 Minggu ptm 100% baru pjj lagi hehehehehhehe",plis aku belum ngerasain ptm setidaknya kasih ptm pjj lagi
192,"PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",ptm sudah saatnya dihentikan sekarang sebagai bentuk pencegahan keterpaparan virus covid varian omicron
193,"@schfess Aku pjj nder, cuman katanya mingdep ptm
Tapi tadi pagi dpt kabar katanya akal pjj mingdep, ga jadi ptm gatau bener apa ga :""",aku pjj nder cuma katanya ptm pagi kabar katanya akal pjj jadi ptm gatau bener
194,Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),ya allah minta balik balikan cuma minta biar ptm biar liat senyumnya
195,"yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",gue males suka kalau daring tugas suka otak banyak banget lebih capek lipat banding ptm
196,"Sch! Halo ðŸ˜«ðŸ˜°ðŸ˜¢ yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja ðŸ˜­ðŸ˜­ðŸ˜° https://t.co/QICgOHUwyZ",sch halo sekolah semarang sudah ada pengumuman dari sekolah belum jujur sender pengen ptm angka corona sekarang naiknya tinggi bangett sekolah sender sudah banyak kontak langsung didiemin aja
197,"@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya ðŸ˜­",ptm aku kalau diterangin ngoding zoom susah ngertinya
198,gwww pengen ptm covid syalandddd,gue pengen ptm covid sialan
199,@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,aku sama sudah dari lalu sampai selanjutnya gatau balik ptm lanjut pjj
200,@subschfess Kalo aku pen ptm tanpa tugas tapi haha,kalau aku pengen ptm tugas haha
201,Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik ðŸ˜·,tiba tiba adik gue ptm lagi karena case covid bali lagi naik
202,@jjk_97boy morning. msh PTM ya? asik deh gue udh pjj lagii,boy morning ptm asik deh gue sudah pjj lagi
203,"@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA

Mulai kumat ampe sekarang.ðŸ™‚ sial",kebalik aku mah pjj kemarin sakit punggung penuh masuk mulai membaik lahhh ptm tiba tiba mulai kumat sampai sekarang sial
204,@collegemenfess seminggu kemaren ptm full sih,kemarin ptm full
205,yah ptm nya ganjil genap,ptm ganjil genap
206,enakan ptm apa daring dh,enakan ptm daring dah
207,Masi ptm gatau kalo nanti. https://t.co/F24QgLPcK0,ptm gatau kalau nanti
208,@llayzsne kenapa bolos? aku aja pengen ptmðŸ˜”,bolos aku aja pengen ptm
209,"@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt akuðŸ¤¬ðŸ¤¬ðŸ¤¬",bayangin kurikulum sekarang dipakai kurtilas dimana pelajaran sudah sangat tinggi even buat anak sd bogor aja ada buta huruf tamatan sd mau ngajarin anaknya coba bogor pelosok makanya denger ptm distop gemes banget aku
210,"@subschfess AKUUU NDER WKWKWK kalau ptm malesnya itu kalau otw harus pagi, tapi kalau pjj susah fokus (lebih ke males sih tbh) terus pengen ketemu temennn jugaðŸ¥²ðŸ–ðŸ¼",aku nder wkwk kalau ptm malesnya kalau way pagi kalau pjj susah fokus lebih males pengen ketemu temen
211,OMG HARI INI HARI TERAKHIR SEKOLAH SASHA PTM #SAD,omg sekolah sasha ptm
212,"hi muts, aku bolos ptm",hi muts aku bolos ptm
213,di tiktok banyak yg berantem soal ptm pjj apalah.. gue sih bodo amat mau ptm pjj juga sama aja ðŸ’€ cuma masalahin covid doang sih gue,tiktok banyak berantem soal ptm pjj apalah gue bodo amat mau ptm pjj sama aja cuma masalahin covid doang gue
214,Yahh PTM 50% lagiiii. Ualahh https://t.co/1LoqSNF7DO,yahhh ptm lagi ualahh
215,"@strongarts_ @treasuremenfess iyaa, sekolah aku gak berhentiin ptm (dom tangsel)",iyaa sekolah aku berhentiin ptm dom tangsel
216,@convomf walaupun gada temen tp ak memilih ptm ðŸ™ðŸ»,walau gaada temen aku memilih ptm
217,"@me_gsty sedih ya, pdahal udah seneng ptm",sedih ya sudah seneng ptm
218,@LLEEJEN0 iyaa bener ptm ketolong soalnya ketemu temen gitu kan :((,iyaa bener ptm ketolong soalnya ketemu temen
219,"Kalo hari ini ptm pasti di sekolah jamkos soalnya sibuk bawa barang buat pagelaran, trs sampe sore nata panggung",kalau ptm pasti sekolah jam kosong soalnya sibuk bawa barang buat pagelaran sampai sore nata panggung
220,RT @StopPlandemit: Mereka ini mikir gk gimana perjuangan anak2 hanya demi Pendidikan?beberapa dari mrk sampai harus kehilangan nyawa.Trus gâ€¦,mikir perjuangan anak pendidikan beberapa dari sampai kehilangan nyawa
221,"@_pitikcilik Sekolahnya masih full PTM... Pusing.. Mau onlen, emaknya lama2 bisa darting... ðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ªðŸ˜ª",sekolahnya full ptm pusing mau online lama darah tinggi
222,"Kl Pak Anies hentikan PTM DKI, sama pasukan Kodok luar DKI / JKT42 dibilang ""lenyapkan harapan anak bangsa"", kl Pak Anies tetap lanjut PTM, nanti mreka bilang ""Gotbener Anies mau bunuh Warga DKI"". wkwk ðŸ¥º akibat minyak goreng naik &amp; langka, mereka jd kurang nutrisi otak ðŸ¥º",kalau anies hentikan ptm dki sama pasukan kodok dki jkt dibilang lenyapkan harapan anak bangsa kalau anies tetap lanjut ptm nanti anies mau bunuh warga dki wkwk akibat minyak goreng naik langka jadi kurang nutrisi otak
223,"Bapak Ibu Kepala Sekolah yang terhormat, 

Kurikulum bisa berganti. 
Orang Dinas bisa berganti. 
Mentri sekalipun bisa berganti. 

namun buah hati seseorang tak bisa tergantikan. 

Kami mohon Stop PTM, dan mulai PJJ Bapak dan Ibu terkasih. 
 jaga anak anak kita. 

ðŸ™ðŸ™ðŸ™ https://t.co/uaMMdfBBSk",kepala sekolah terhormat kurikulum berganti dinas berganti mentri berganti buah hati tergantikan mohon stop ptm pjj terkasih jaga anak anak
224,"@ismailfahmi Bahasa yg tdk diperbolehkan adl menghentikan ptm terbatas.Jadi in case ada yg penting utk ptm ,dengan catatan skala terbatas , masih bisa dilakukan . Misal kelas lab di kampus , yg kadang ga bisa offline , atau ptm 25% misal menjelang sbmptn atau ujian yg perlu pm offline.",bahasa diperbolehkan menghentikan ptm terbatas jadi case ada penting ptm catatan skala terbatas dilakukan misal kelas lab kampus kadang offline ptm misal menjelang sbmptn ujian perlu pm offline
225,@bigwinberkali2 @emakpngnbigwin Semoga hasilnya negatif ya Bu. Dan selalu diberi kesehatan sekeluarga.. anak ikut PTM skrng kaya ngirim mereka ke medan perang jadinya.,semoga hasilnya negatif bu kesehatan sekeluarga anak ikut ptm sekarang kaya ngirim medan perang
226,@fantashee Mauu ptm juga,mau ptm
227,@BBAHlYYlH Pengen ptm t______t,pengen ptm
228,"@elisedya1 @StopPlandemit @TKantau @Moonboy020290 biar geger emang, kalau PTM yg ditiadakan kan lagsung jadi headline di media ðŸ¤£",biar geger emang kalau ptm ditiadakan langsung jadi headline media
229,"@yesogyu hiks disini baru aja pjj, mengsedih padahal uda asik ptm T ___ T",hiks baru aja pjj sedih sudah asik ptm
230,"ptm day 24, pusing kepala https://t.co/j757WBZ1Fh",ptm day pusing kepala
231,demi apaa anjg ptm lagi,demi anjing ptm lagi
232,"@HALCGSWA @schfess huhu syukurlah, sklhku jg gada yg + tapi 1 kabupaten pada daring lagi, pdhl pengen PTM sampe ujian kalo bisa:(",huhu syukurlah sekolah gaada kabupaten daring lagi pengen ptm sampai ujian kalau
233,@jev_anna daring huhu hbs ptm di skolah byk yg positif,daring huhu habis ptm sekolah banyak positif
234,"@subschfess pjj aja pls soalnya jg nanggung ke sekolah bentar lg lulus, gabisa haha hihi jg tiap hari kerjaannya uji nyali, kalo bersosialisasi kan bisa lewat mana aja gaperlu tatap muka langsung,, ptm tuh udh uji nyali, cape, stress, kena kopit pula",pjj aja pls soalnya nanggung sekolah bentar lagi lulus gabisa haha hihi tiap kerjaannya uji nyali kalau bersosialisasi lewat aja gaperlu tatap muka langsung ptm sudah uji nyali cape stress kena kopit pula
235,@schfess Tapi ptm itu membantu bgt ga sih utk lebih paham materi? Ptm efektif kok selama sesama warga sekolah itu saling mengingatkan dan saling menjaga prokes.. jangan seenaknya sendiri kalau memang ga mau keadaan jd memburuk lagi..,ptm bange paham materi ptm efektif warga sekolah menjaga prokes jangan seenaknya sendiri kalau memang keadaan jadi memburuk lagi
236,"SKB 4 Menteri tentang PTM Bisa antisipasi ancaman omicron
https://t.co/tCghbNjkTC
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/Aq2JsvWwOj",skb menteri tentang ptm antisipasi ancaman omicron
