id,original_tweet,sentiment,Predicted,Expected,,,,
794,"Pls PTM 50% jgn sampe pake absen ganjil genap, mending 1-18 aja shshsjdjd",-4,NEGATIF,,,,,
795,Ya allah ga mau ptm,14,POSITIF,,,,,
796,beneran ptm 50%,3,POSITIF,,,,,
797,"@otnayramitsme Di beberapa sudah ngga ptm lg, tp ditempatku masih ptm bang. Apalagi anak SD buset jajan berkerumun :((",-4,NEGATIF,,,,,
798,"@Iwannawin0 Semangaatt nderr, semoga cpt balik PTM lagii",2,POSITIF,,,,,
799,"jusat aneh banget, kenapa yg ptm tuh gak anak kelas 12 aja soalnya mereka sibuk",7,POSITIF,,,,,
800,"@zpaduka pjj niss, gajadi ptm gegara c word lagi naikðŸ˜­ðŸ˜­ðŸ˜­ðŸ’”",-7,NEGATIF,,,,,
801,anjinglah masa udah ptm 100% masih dikasih tugas di gcr,2,POSITIF,,,,,
802,"@zarazettirazr Katanya tak begejala/bergejala ringan, trus PTM di DKI tetap dilanjutkan, trus kalo ngerasa sakit segera PCR, nah siapa yg diuntungkan dari situasi seperti itu?  ..",-7,NEGATIF,,,,,
803,"@nanamibbygurl Pagi, enak banget yang ptm",7,POSITIF,,,,,
804,"@Catatan_ali7 td udah sy contohkan kalo ptm ditutup masihlah bs org cari uang tp kl cafe yg ditutup kan gk ada omset dia, trus karyawannya gk kerja dan pajak pun pasti berhenti, itu mungkin yg terjadi menurut saya lho ya dan salah satu contoh pertimbangannya, mungkin kl mau jelas tanya pak Gub",1,POSITIF,,,,,
805,@mattchafrrape Iyaa dia mager ptm karena nggak punya temen wkwk,-10,NEGATIF,,,,,
806,pgn cepet cepet ptm à²¥_à²¥,7,POSITIF,,,,,
807,"Kampus aing gk jadi ptm tapi bulan feb aja, sekalian online aja krn disini juga kasus lagi naik. Sekolah SMA aing udh kena :"")",-4,NEGATIF,,,,,
808,"@yuwantino12 @CahTalang2 @bisnis_h @CNNIndonesia @LuhutBinsarFans yaudah kalo ptm 100% masih jalan sekalian cabut status pendemi, biarin rakyat hidup bebas .. ini malah gak jelas bulan desember brita covid terkendali ehh skrng naik lagi .. covid covid tai kucing !!",-20,NEGATIF,,,,,
809,"AAAAA TIDAKKK, PTM NYA 50% LAGIII",-2,NEGATIF,,,,,
810,"RT @Catatan_ali7: @Dj_Bams74 Kalau pertimbanganya sektor ekonomi

Ya pendidikan juga ada pertimbangan nya seperti yg ditulis dalam berita tâ€¦",1,POSITIF,,,,,
811,"PTM boleh, mudik ngga boleh. Awas aja lu yak ðŸ¥º",6,POSITIF,,,,,
812,IYA duh takut bgt mana senin mau ptm ðŸ˜­ðŸ˜­ smoga pjj dulu ajadeh ngeri https://t.co/f6VRMWi6kQ,-5,NEGATIF,,,,,
813,@heavensbeeeee @schfess BARU SADAR KOK PJJ SIH GOBLOK HARUSNYA PTM,-2,NEGATIF,,,,,
814,udah bener ptm malah daring lagi ngentot,1,POSITIF,,,,,
815,udah seneng2 ptm 100% eh pjj,10,POSITIF,,,,,
816,"@seokjyniee ptm, ihh enak bangett",-2,NEGATIF,,,,,
817,ni kalian jd pjj smpe seterusnya kah? knp gw cuma harini aja ya pjj senen balik ptm,-6,NEGATIF,,,,,
818,"@yonk_lucu Aminn bgt kalo pjj ini mah, serem bgt kalo liat tl tu banyak yg + pas ptmðŸ˜©",3,POSITIF,,,,,
819,"@aishairwn Gk bget dah, udh enakan ptmðŸ˜”â˜",6,POSITIF,,,,,
820,yuk ptm lagii,2,POSITIF,,,,,
821,"RT @samsularifinnnn: Bagi perusahaan yg menerapkan test &amp; tracing dgn  baik.. disaat prokes yg kendoorrrr, PTM 100% ini sgt2 mempengaruhi pâ€¦",8,POSITIF,,,,,
822,"RT @ItsMe_RBH: Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ sepertiâ€¦",-12,NEGATIF,,,,,
823,cian bgt yg daring lg :( alhamdulillah aku msh ptm hihi,3,POSITIF,,,,,
824,iri iri iri sama yang masih ptm,-9,NEGATIF,,,,,
825,Udah nyaman PTM eh daring lagi,7,POSITIF,,,,,
826,gila kasus harian cvd naik bgt... minggu depan uda ptm k4mpusðŸ˜­ðŸ˜­ðŸ˜­ duh muk tenggelam ajjjj https://t.co/zjD9OpFQML,-2,NEGATIF,,,,,
827,"@schfess Sorry but gue lebi suka ptm, gpp de hybrid yg penting ptm, bcs mk gue 90% praktek ðŸ˜˜ðŸ˜˜ðŸ˜˜",-9,NEGATIF,,,,,
828,SEKOLAH GW MASI PTM ANJJJ LAGI NAIK KOK NEKAT BANGET SIH SEKUL GW https://t.co/ASwlXDxmbH,-5,NEGATIF,,,,,
829,@hnurwahid @aniesbaswedan Kalau benar omicron SANGAT BDRBAHAYA dan ada yang ditolak permohonan penghentian PTM nya.. maka yang menolak telah melakukan perencanaan pembunuhan kepada anak sekolah dan para pendidiknya. Kira2 begitu pendapat saya,-7,NEGATIF,,,,,
830,minggu depan sekolah ku ptm 50% yess,6,POSITIF,,,,,
831,"@subschfess Ptm, gue selalu kehilangan semangat belajar kalo pjj, kalo di sekolah kan bisa sambil ngobrol atau diskusi sama temen,  materi juga jadi lebih ngerti",4,POSITIF,,,,,
832,"@schfess klo selama masuk ptm lu ga jaga prokes yes lu salah tp klo udh pake masker jaga jarak tp ttp kena ofc it's not ur fault, ibu2 emg mulutny kek anjing nder, anggep aja anjing menggonggong atau angin lewat, smangat senderr",1,POSITIF,,,,,
833,"@youngtaelvity kalo aku ptm 50% kaa, hari ini doang yang bdr sama rabu itujuga kao rabu setengah hari di sekolah trus siangnya bdr deh",0,NETRAL,,,,,
834,kalian yg udah ptm kalian lebih suka online apa offline guysðŸ˜­,10,POSITIF,,,,,
835," @Cintada16 Bukan bela. Tapi setidaknya dia uda nolak ptm di saat seperti skarang.  Dan ditolak pemerintah pula Dalam sisi ini dia lebih baik.",3,POSITIF,,,,,
836,"oiya jelas ptm dong, bisa stres gue pjj mlu https://t.co/d67ELlSumT",-5,NEGATIF,,,,,
837,"@fadlizon PTM lanjut sekolah mewajibkan swab antigen mandiri, lumayan tiap minggu orang tua murid keluarkan dana ekstra untuk antigen.
Catatan: ada 3 anak yg sekolah dan swab antigen mandiri @Rp59rb sekali swab",5,POSITIF,,,,,
838,"punya sekolah maksa bgt ptm, tapi mau aman",7,POSITIF,,,,,
839,ih males banget sekolah gue PTM 50% lagii,-11,NEGATIF,,,,,
840,"hari ini aku sklh online...lagi, padahal udh enak ptm pake sesi :D",13,POSITIF,,,,,
841,bingung mau seneng apa sedih ptm distop.. https://t.co/iM8da63X7l,5,POSITIF,,,,,
842,"@Catatan_ali7 PTM dibuka atau ditutup anies bakal tetp disalahkan oleh pembencinya, soal pilres kalo emang gk suka gk usah dipilih skip aja gk usah buat narasi seolah kamu paling pinter, memangnya apa yg sdh kamu lakukan",20,POSITIF,,,,,
843,KKE NYA KALO NTAR PTM GUE MAU MENGHILANG AJA DEHHH,-2,NEGATIF,,,,,
844,@kyoongpi06 @Askrlfess Iya padahal enak ptm,5,POSITIF,,,,,
845,@hahahawibu ðŸ˜­ðŸ˜­ðŸ˜­ gue udah ptm dari januari eh skrg pjj lagi sdih,-11,NEGATIF,,,,,
846,"bokap w bisa curiga kalo sekolah cuma 2 jam doang ðŸ˜ƒ btw nih pjj lagi. Cuma dibagi seminggu sekali ptm, seminggu nya pjj https://t.co/HXZ4l5xi7A",-4,NEGATIF,,,,,
847,"@Catatan_ali7 Bkn soal taat tp lebih punya kesadaran lebih, lagian pertimbangan sektor ekonomi juga jd tentu pertimbangan, kl usaha gk buka gk bisa makan tp kl sekolah yg gk buka masihlah bisa makan, lagian kalopun PTM gk ditutup pasti tetep disalahkan jg kan apapun salah anies sekarang ini",-2,NEGATIF,,,,,
848,"Delta, kluster perkantoran, sulung. Omicron, kluster ptm 100, si tengah. ku lelah. sangat.",6,POSITIF,,,,,
849,"Belum Ada Temuan Klaster Corona di Sekolah Sragen, PTM Tetap Berjalan 100 PersenÂ  https://t.co/TV0vCIM3OP",12,POSITIF,,,,,
850,"RT @Catatan_ali7: Tutup dulu "" dunia malam "" jika semua sudah tutup semua baru sasar SEKOLAH (STOP PTM)  lh cafe cafe dijakarta terutamaâ€¦",-1,NEGATIF,,,,,
851,"kwkwkwk lu liat dah ini yg kata mya ptm 50% supaya anakâ€ bisa paham? Anjeng paham bapak lo ini zoom pake laptop siswa, web cam gak bisa dipake, internet pake kuota gue. Super duper mega gws buat gue yg kuota nya dipake dan buat yg di rumah gak paham apa apa https://t.co/tvIEG8j6GP",-11,NEGATIF,,,,,
852,"PTM di DIY Kembali 50 Persen, Wali Murid : Wah Pusing, Pusing Aku Tuh https://t.co/8GdQythXI1 via @tribunjogja",2,POSITIF,,,,,
853,@treasuremenfess jgn bikin pikir nder sy lagi ptm,-8,NEGATIF,,,,,
854,gue daring lagi.. pdhal uda nyaman ptm jujurðŸ˜­,7,POSITIF,,,,,
855,@Titaleys @SIUPERNOVA ptm 50% pasti susah klo dipaksain offline semua makanya online,-7,NEGATIF,,,,,
856,"@convomfs engga, ini lgi PTM, minggu depan malah ptm 100% tpi pagi siangðŸ™ŽðŸ»â€â™€ï¸",-1,NEGATIF,,,,,
857,@orcanoe nggk suka ptm kak ðŸ˜«â˜ðŸ»,-2,NEGATIF,,,,,
858,@schfess Aku kelas ipa 3 dan meraka kalo ambis ambis bgtttt gt terus juga pada aktifff bgtt kerasa bgt kalo ptm,-3,NEGATIF,,,,,
859,ptm disetop supaya bisnis pcr mandeg? oh tdk mgkin sy stuju https://t.co/W2gtHnekSO,-6,NEGATIF,,,,,
860,"hadeu semoga senin besok beneran ptm lagi, gue ga sanggup pjj",-5,NEGATIF,,,,,
861,"@convomfs nggak, baru hari ini masuk ptm lagiðŸ˜­ðŸ˜­ seneng tapi nanggung banget, besok libur",11,POSITIF,,,,,
862,@subschfess Kalo disekolahku pjj sama ptm sih sama aja. Klo pjj juga selama ini ada jadwal zoom full dari pagi sampe siang. Dan aku lebih milih pjj supaya ga ngekos,4,POSITIF,,,,,
863,"@serpihanasgor asli sumpah, ptm aja egx dptðŸ˜”",9,POSITIF,,,,,
864,@schfess padahal dah seneng PTM lebih gampang nyari nilai taunya PJJðŸ˜Š,10,POSITIF,,,,,
865,@Cintada16 Pancen menyebalkan cara berpoliiknya.. bahasanya kalem santun tapi nyebelin.. udah tau PTM kewenangan kapala daerah masih dilempar lagi ke Pak Luhut dg alasan SKB 4 mentri.,-1,NEGATIF,,,,,
866,"@convomfs gapernah make alarm, gue otomatis bangun. Kl emg ptm gue bakal bangun jam 3 atau 4. Kalo libur biasanya jam 5-7",-5,NEGATIF,,,,,
867,"Sekolah ku masih ptm, gatau bkl pjj ato gk",-4,NEGATIF,,,,,
868,"@Mdy_Asmara1701 Pak @aniesbaswedan jgn dengerin LBP,  krn ini akan menjadi tg jwb bpk di akherat kelak, ptm hentikan aja pak, ga ush minta perse7 an istana",-1,NEGATIF,,,,,
869,"RT @orgcakepni: @schfess udh pjj lagi aja, banyak gaya jga ptm 100% di kira siswa nya semua pada taat prokes kali wkwk",12,POSITIF,,,,,
870,"Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti di Bogor, Tangerang dan Bekasi. Jangan cuma ngadu ke media.  https://t.co/pAmH4X1o2V",-20,NEGATIF,,,,,
871,"@detikcom Supaya ga sama2 salah, mari dibaca dulu isinya : Disini tidak ada kata yg menjelaskan penolakan selain itu disini orangtua bebas menentukan apakah anak didiknya mau PTM atau online. Dgn kapasitas maks 50%.",-12,NEGATIF,,,,,
872,"@subschfess ptm, please gua gabisa pjj semua materi masuk nya lama bgt ga langsung konek, keterbatasan sinyal belom lagi kalo kelompok sumpah ya tuhan repot bgt walaupun bisa sambil nyantai tetep gasuka, ptm walaupun capek pulang pergi sekolah tp kaya seru gtu ðŸ˜­",-2,NEGATIF,,,,,
873,@schfess padahl w kemarin udh mulai nyaman PTM eh skrg pjj lagi,4,POSITIF,,,,,
874,gue beneran gajadi ptm lagiðŸ˜’c word caperrr anjir,-5,NEGATIF,,,,,
875,@jejje113 Mending ptm lahh kak soalnya anaku msh di bangku dasar jd klu ada tugas dari guru mboknya yg puyengðŸ¥´ðŸ¥´,-2,NEGATIF,,,,,
876," @Cintada16 sebenernya kalo nggak males baca sudah tertulis jelas aturan yang dibuat pusat, bahwa PTM 100% untuk PPKM level 1 dan 2 (yang masuk kriteria).. daerah lain vaksinnya tidak seperti Jkt, jadi boleh tidak 100% nanti kalo nggak ngikutin dibilang tidak nurut aturan pusat ha ha ha.. https://t.co/a4etvzYZJv",21,POSITIF,,,,,
877,"nganterin adek ke sekolah, karna emng minggu ini jadwalnya dia hybrid. sampe sekolah suruh balik rumah karna kebijakan pemerintah stop ptm sementara. mantap mamank pegel kaki sy bcs make mobil manual mana rumah jauh kan, tp gpp untuk kesehatan kita bersamahðŸ‘ðŸ»",2,POSITIF,,,,,
878,sumpah gue baru aja kemarin ngerasa mulai nyaman PTM. sekarang balik pjj lagi :),-1,NEGATIF,,,,,
879,kenapa kemarin ptm 100% ya padahal udah tau ada omicron udh naik lagi.. coba kalo masih sesi sesi masih bisa berkurang lah ini https://t.co/nJ8UWnesX8,6,POSITIF,,,,,
880,"@Fangrilsejati_ @txtdrjkt Syukur deh, wlpn daring bikin pusing tp drpd lu kenak covid:( moga aja lu ujian kelulusan nya pas ptm cepet kelar ajalah gue juga stress covid molooooo",-5,NEGATIF,,,,,
881,"@piwchicks @schfess respon sekolah cuma berhati hati doang, tapi ptm tetep lanjut even guru gajelas",13,POSITIF,,,,,
882,senin udah ptm terbatas alias gue msih takut buat ptm :D soalnya sekolah gue paling tinggi yg kena covid,4,POSITIF,,,,,
883,@kdmliz ptm dan gua sngt males ketemu temen,-7,NEGATIF,,,,,
884,"Gini ya,ptm itu lgi omicron gini angka itu 27rb bukan angka real,jadi liat angka satgas itu jgn loe telen mentah2,jadi tolol ,jauh dah juta an/ hari yg kena omicron,baik gej ringan/sedang,klo mau ptm,gak papa,tes pcr nya gedor,tiap sklh,/minggu,min 50%dri jmlh siswa @tvOneNews https://t.co/INOCw08e3u",-2,NEGATIF,,,,,
885,"@subschfess guruku pas daring gitu, ngajar di negri (sekolahku) sama di swasta kan. Nah pas udh mulai ptm akhirnya guruku ini mutusin buat resign dri yang swasta sih soalnya di negri dia ngajar banyak kelas",8,POSITIF,,,,,
886,"RT @Catatan_ali7: DUNIA MALAM Masih bebas dibuka DUNIA PENDIDIKAN (PTM) Mau distop selama sebulan diganti pelajaran jarak jauh ORANG KAYAâ€¦",6,POSITIF,,,,,
887,@watashiure kenapaa?? ptm bukannya lebih cape??,-5,NEGATIF,,,,,
888,@junmyeonnnie_ belum tau tapi disini masih ptm 50% pjj 50% jadi masih gantian gitu,-3,NEGATIF,,,,,
889,pengen ptm lg biar bisa ketemu ayang,6,POSITIF,,,,,
890,"@subschfess ptm gatau knp seru aja ptm, selain cepet nyambung jdi bisa ketemu temen juga jadi belajarnya ga kerasa cape, cuma kurangnya kebanyakan kerkom mulu",1,POSITIF,,,,,
891,"Evaluasi PTM 100% , Pimpinan Komisi DPR RI X : kantor-kantor saja Pada WFH , masa PTM gak ditengah Lonjakan Covid-19. Benar juga dan setuju pendapat , Komisi X DPR RI tersebut â€¢ Ini bukan Penyakit musiman ini virus walaupun Tingkat Kematiannya rendah. https://t.co/Qd46GJ6b02",-12,NEGATIF,,,,,
892,"PTM baru dimulai,katanya sarat masuk PTM 100% anak anak harus vaksin,kok tetiba PTM dibatalkan krn ada Omicron datang,trus fungsi vaksin buat apa?jujur nanya saya inimah....Ruwet!!!!",-25,NEGATIF,,,,,
893,super duper mega kesel karna ga jadi ptm,-3,NEGATIF,,,,,
894,Udah nyaman PTM tiba tiba Daring tuh kayak dighosting cowok ðŸ™ðŸ¼,6,POSITIF,,,,,
895,"RT @urikusuma: @aik_arif Anak saya kena positif setelah di paksa hrs mengikuti PTM, jika tdk ikut maka tdk dpt materi dr sekolah, skrg kenaâ€¦",-12,NEGATIF,,,,,
896,"@BULLFRONT @jokowi Kan sudah jelas, 50% kehadiran. Trus orangtua berhak memilih anaknya PJJ. Jadi deal sekolah langsung dengan ortu siswa. Dalam hal ini pemda melalui disdik gak bisa memaksa PTM kalo nyatanya ortu memilih PJJ",12,POSITIF,,,,,
897,Ya Allah pengen ptm terus aku capek. Pengen PTN juga,21,POSITIF,,,,,
898,"@schfess sekolah biasa ptm, ulangan online ðŸ‘",5,POSITIF,,,,,
899,sudah nyaman ptm ðŸ˜”,9,POSITIF,,,,,
900,"ptm, dikasih tugas guru, gurunya ada rapat, ngerjain tugas sambil nonton upin ipinðŸ‘",6,POSITIF,,,,,
901,sedih si kalo ptm dihentikan,-6,NEGATIF,,,,,
902,@pinkybukanpink ANJDDNAKNS UDH NYAMAN SAMA PTM GASI,13,POSITIF,,,,,
903,wkwkwkjwks iyaa anjg gua selalu blg males ptm tp akhir akhir ini lagi nyaman https://t.co/Ke7udThNG6,-10,NEGATIF,,,,,
904,"@ryndxz_ enak bangeett, gue udah gumoh ama ptmðŸ˜­",7,POSITIF,,,,,
905,@O6O6sites pengen ptm bgt g si lo allllllll,4,POSITIF,,,,,
906,"@convomf ptm, bisa deket sama temen, cepet paham sama materi. dan terakhir, dapet duit jajan",7,POSITIF,,,,,
907,"@schfess padahal udh enak ptm dpet duit jajan, eh malah daring lagiiiðŸ˜€",10,POSITIF,,,,,
908,@vaniilabluee Sad bngt...padahal udh enak PTM,7,POSITIF,,,,,
909,"@schfess boro boro pjj, sekolah gue dari agustus 2020 ptm 100% hhh",-10,NEGATIF,,,,,
910,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya anâ€¦",6,POSITIF,,,,,
911,"aku daring lagi, soalnya ada guru yg positif, pdhl mh enak ptm ðŸ˜¢",15,POSITIF,,,,,
912,"RT @Catatan_ali7: PTM harus tetap berjalan demi para penerus bangsa mendapatkan Pendidikan yang layak dan semestinya

CAFE CAFE NOH DISELURâ€¦",8,POSITIF,,,,,
913,"@schfess cirebon, padahal anak sekolah udah da yg positif. dan ini info dari sekolah juga wkwk ptm 100% pake masker pas dokumentasi doang https://t.co/4QRFJQXZD7",7,POSITIF,,,,,
914,@nayeonlucu ah seruu masih ptm,5,POSITIF,,,,,
915,demi apa demi apa demi apa gua kngn bgtttt djwhdjsbfujrjfn aaaa gila ptm bener bener all day yang kayaaa anjr ga smpt bngt buka twt ngikutin anak anak lelahh ptm ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,9,POSITIF,,,,,
916,"@lucywiryono Ah bisa2 aja, PTM Jakarta 100% lho, terlebih usulan Anies ditolak sama Luhut.. Hebat kan",0,NETRAL,,,,,
917,@nzhcl enak banget masih ptm,6,POSITIF,,,,,
918,@subschfess PTM enak ga dikurangin uang jajan+ketemu temen temen dan belajarnya bener kalau PJJ aku males ngerjain tugasðŸ˜­,3,POSITIF,,,,,
919,Tapi ga bisa sekarang sekolah udh full ptmðŸ˜”,8,POSITIF,,,,,
920,gue udh nyaman ptm tapi klo kondisinya ga nyaman gini mending pjj aja lgi,9,POSITIF,,,,,
921,@sunricberry_ ENAK BANGET MASIH PTMðŸ˜žðŸ˜žðŸ˜žðŸ˜ž SEMANGAT PTMNYAHðŸ™„ðŸ’ª,10,POSITIF,,,,,
922,w sdh mls ptm kalo 50% jdi semoga senin ga sklh ðŸ˜­ðŸ˜­ðŸ˜­,4,POSITIF,,,,,
923,"Aduh rencana mau ngekost disuruh nunda dulu soalnya virus makin naik, adekku yang udah ke sekolah disuruh pulang trs keknya bakal ga dibolehin ptm lagiðŸ˜­",-3,NEGATIF,,,,,
924,"@convomf bener si, aku juga ngerasa gitu nder. kemaren perasaan baru aja PTM, kerasanya cuma seminggu ternyata uda 2 minggu PTM, eh ternyata aku juga uda seminggu balik PJJ dan ga kerasa sama sekali",3,POSITIF,,,,,
925,@marschweitzer di aku masih ptm huhu,2,POSITIF,,,,,
926,Mingdep jadinya ptm 50% yey aku ga diizinin ke sekolah :D,5,POSITIF,,,,,
927,"@Yyaoca_ IYAA BENERRRR, pdhl udh terbiasa ptm",11,POSITIF,,,,,
928,"@xezens @subschfess iya emg agak ribet. tp drpd sama skali ga ptm, cape juga pjj trus ga ada interaksi dgn guru. mau chat guru pun kek segan bgt, itu pun bukannya lngsng direspon. klo ptm gitu kan enak lngsng direspon :"")",11,POSITIF,,,,,
929,"@treatstars Ini gimananya lebih ke konteks ptm pjj kali ya
Aku lagi libur semester sekarang mah
Semester genap nanti sama kayak sebelumnya, offline buat yang mau ajaa, aku blom mau jadi masih di rumahh ðŸ˜‚",16,POSITIF,,,,,
930,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya kaâ€¦",-7,NEGATIF,,,,,
931,"@Brandenburg__ Wkwk aku pribadi lebih prefer ke PTM Krn bisa lebih produktif
Takut bgt klo PJJ lgie",1,POSITIF,,,,,
932,PTM BIKIN MAKIN GA TENANG HIDUP,9,POSITIF,,,,,
933,@cloudvanguard1 @rhezas8 @E_Pramono @nynov @CNNIndonesia Diatas ptm tetap hrs jalan krn aturannya level 2 ....... Jd surat diknas tdk mengatur sekolah boleh pjj.... Klu mau masuk hrs antigen..... Akal2an pengusaha,6,POSITIF,,,,,
934,"@kthllcyv huhuu enak nyaa, aku terakhir ptm kmrinðŸ˜”",7,POSITIF,,,,,
935,@schfess tapi udh nyaman sama ptm :( cuma kalo masuk buat cari penyakit buat apa?,0,NETRAL,,,,,
936,"iy anjing ngeselin bgt pas ptm bukannya blg makasih udh gw bagi ilmu gw eh malah digituin, gw gigit lo https://t.co/SMV7tC3ElL",-17,NEGATIF,,,,,
937,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang dâ€¦",-7,NEGATIF,,,,,
938,suka ptm tapi kl ulangannya pjj aja bisa ga,3,POSITIF,,,,,
939,asli gua benci bgt ptm 50% anjinggg,-1,NEGATIF,,,,,
940,"@jaeyongcib Gaenakk, maunya ptm :((",-4,NEGATIF,,,,,
941,ALHAMDULILLAH SENIN JADI PTMðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž,6,POSITIF,,,,,
942,"Gue setuju ptm full, soalnya seru. Tapi karena keadaan lagi gak memungkinkan, yaudah 50%

PJJ MENYIKSA BANGET YA ANJIR BUAT ANAK SMK. TAR GUE LULUS NGANG NGONG NGANG NGONG ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤— https://t.co/IVtGNNaFxd",-3,NEGATIF,,,,,
943,"@sadgittagirlz pdhl udh nyaman bgt ptm :(( semoga aj pjj ini bnr cuma 2 minggu, rada trauma soalnya sama kata ""2 minggu""",14,POSITIF,,,,,
944,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",6,POSITIF,,,,,
945,Gamau PTM ðŸ˜­,-4,NEGATIF,,,,,
946,"@PJW3404_ pjj mulai dari kemarin tapi cuma sampe tanggal 9, tanggal 10 udah mulai ptm lagi",-7,NEGATIF,,,,,
947,"@tyuniverse__ huhuhu samaa, serentak deh ini di pjj in pdhl baru 3 minggu ptm:((",6,POSITIF,,,,,
948,@imurfuturepilot wiiih mantap muff aku jadi pengen lari lagi tapi kehalang sama ptm mulu jadi suka gak sempetðŸ˜­,19,POSITIF,,,,,
949,"@lita7lof iyasih kek maba, kan baru ptm ntr minggu depan ðŸ˜­ðŸ˜­ ooh kirain diatas aku ekekeke",-1,NEGATIF,,,,,
950,"Cape banget, baru aja mulai PTM beberapa bulan eh sekarang udah daring aja lagi. Gue ga mau woi kehilangan masa SMA gue dengan kenolepan",-4,NEGATIF,,,,,
951,"@everyone_ggyu ptm, kalau di jelasin langsung masuk ke otak",2,POSITIF,,,,,
952,"Vaksin sudah 100% lebih, PTM mau disetop. Gak ada guna. Percum tak bergun. https://t.co/XEPDjLjvHt",17,POSITIF,,,,,
953,@wordmtchaa Semoga bisa ptm lagiii secepatnya yaaa,1,POSITIF,,,,,
954,"@detikcom Halah, giliran nt di kasih PTM 100%,  lalu ada yg KOMPLAIN, nyalain LG pusat. Dasar buzzer DKI",5,POSITIF,,,,,
955,aku belom nyobain ptm full pdhal :(,3,POSITIF,,,,,
956,"@sadgittagirlz u too! 
udh pjj lgi aaaa pdhl udh seneng ptmðŸ˜”",13,POSITIF,,,,,
957,anjir ptm 50%???????,1,POSITIF,,,,,
958,@convomf hrsny ptm tp batal anjir jd daring,-2,NEGATIF,,,,,
959,"@schfess setuju, daripada nanti makin parah dan makin gak bisa ptm full lagi",2,POSITIF,,,,,
960,"@convomf ptm, karena ulangan jadi bentar aja",-2,NEGATIF,,,,,
961,gapapa lah ya daring 100% yang penting jgn 50% ptm 50% pjj lagi,-4,NEGATIF,,,,,
962,@jekeylins GW MASIH PTM YA ALLAH AMIT AMIT PJJ LAGI DAH,-12,NEGATIF,,,,,
963,"banyak yg izin g ptm, kalo kaya gitu mending gue juga:)) masih bisa lanjut bobo",1,POSITIF,,,,,
964,Kalian ptm atau pjj? W PJJ LAGI NGENTOTTT SEBELLL,-12,NEGATIF,,,,,
965,"Udah senang PTM 100%
Eh malah kembali online ðŸ˜…ðŸ˜…ðŸ˜… https://t.co/0vopkgDtb4",10,POSITIF,,,,,
966,"Jujur enakan ptm, materi gampang banget masuk otak, tapi ga enaknya klo ngerjain tugas pasti gurunya keliling, jujur males sama guru yg kelilingðŸ™ƒðŸ˜‘",16,POSITIF,,,,,
967,PTM anak sekolah di tindakan lagi gegara covid.. Entah mengapa nggak ada antisipasi dari awal di pihak sekolah atau dinas..,-8,NEGATIF,,,,,
968,SchApp! Dom serang banten pjj ga? ih sklhku ptm 25% jd 9 org masuk gt terus ada sesi pagi sm siang tapi banyak yg ga masuk soalnya pada takut sama omic**n terus ada yg kena jugaaðŸ˜¸ðŸ¥² klo kaya gini mending daringin lg gasih?,6,POSITIF,,,,,
969,"Pagi ini buka grup ada info kasus covid meningkat di daerah cinunuk sama cimekar
Wakasek kurikulum: jadwal akan berubah, kita bakal blended learning, yang utamanya online
Yang tadinya 100% udah PTM eh sekarang begini lagi
Seneeeng banget wkwkwkw",6,POSITIF,,,,,
970,@Vick4_pikachu Gamau pjj pls...udh enak PTM,3,POSITIF,,,,,
971,kangen ptm,3,POSITIF,,,,,
972,"@schfess semoga sekolah gweh ttp ptm, walaupun cuma 50%. udah seneng koqðŸ˜”",9,POSITIF,,,,,
973,"gue benci banget daring demi allah, lu liattt skrng gue baru bangunn anjir males mandi kaya ga smgt sekolahhh, ayolahhh woi gue mau ptmðŸ˜­ðŸ˜­ðŸ˜­",11,POSITIF,,,,,
974,"BARU JUGA BILANG SENANG PTM PADAHAL YANG LAUN UDAH PJJ LAGI, TETIBA SEKOLAH AKU DIUMUMIN PJJ MANA TENGAH MALEM AAAAAAA",10,POSITIF,,,,,
975,"@beeabiw betul, enakan ptm",7,POSITIF,,,,,
976,"@loveinglty Sebenernya sih enak ptm, lebih ngerti materi cuman ptm nggak ada istirahat, capek",4,POSITIF,,,,,
