,original_tweet,sentiment,Predicted
851,"kwkwkwk lu liat dah ini yg kata mya ptm 50% supaya anakâ€ bisa paham? Anjeng paham bapak lo ini zoom pake laptop siswa, web cam gak bisa dipake, internet pake kuota gue. Super duper mega gws buat gue yg kuota nya dipake dan buat yg di rumah gak paham apa apa https://t.co/tvIEG8j6GP",-28,NEGATIF
852,"PTM di DIY Kembali 50 Persen, Wali Murid : Wah Pusing, Pusing Aku Tuh https://t.co/8GdQythXI1 via @tribunjogja",6,POSITIF
853,@treasuremenfess jgn bikin pikir nder sy lagi ptm,-8,NEGATIF
854,gue daring lagi.. pdhal uda nyaman ptm jujurðŸ˜­,-2,NEGATIF
855,@Titaleys @SIUPERNOVA ptm 50% pasti susah klo dipaksain offline semua makanya online,-7,NEGATIF
856,"@convomfs engga, ini lgi PTM, minggu depan malah ptm 100% tpi pagi siangðŸ™ŽðŸ»â€â™€ï¸",3,POSITIF
857,@orcanoe nggk suka ptm kak ðŸ˜«â˜ðŸ»,-2,NEGATIF
858,@schfess Aku kelas ipa 3 dan meraka kalo ambis ambis bgtttt gt terus juga pada aktifff bgtt kerasa bgt kalo ptm,-6,NEGATIF
859,ptm disetop supaya bisnis pcr mandeg? oh tdk mgkin sy stuju https://t.co/W2gtHnekSO,-9,NEGATIF
860,"hadeu semoga senin besok beneran ptm lagi, gue ga sanggup pjj",-5,NEGATIF
861,"@convomfs nggak, baru hari ini masuk ptm lagiðŸ˜­ðŸ˜­ seneng tapi nanggung banget, besok libur",8,POSITIF
862,@subschfess Kalo disekolahku pjj sama ptm sih sama aja. Klo pjj juga selama ini ada jadwal zoom full dari pagi sampe siang. Dan aku lebih milih pjj supaya ga ngekos,-5,NEGATIF
863,"@serpihanasgor asli sumpah, ptm aja egx dptðŸ˜”",6,POSITIF
864,@schfess padahal dah seneng PTM lebih gampang nyari nilai taunya PJJðŸ˜Š,10,POSITIF
865,@Cintada16 Pancen menyebalkan cara berpoliiknya.. bahasanya kalem santun tapi nyebelin.. udah tau PTM kewenangan kapala daerah masih dilempar lagi ke Pak Luhut dg alasan SKB 4 mentri.,-2,NEGATIF
866,"@convomfs gapernah make alarm, gue otomatis bangun. Kl emg ptm gue bakal bangun jam 3 atau 4. Kalo libur biasanya jam 5-7",-8,NEGATIF
867,"Sekolah ku masih ptm, gatau bkl pjj ato gk",2,POSITIF
868,"@Mdy_Asmara1701 Pak @aniesbaswedan jgn dengerin LBP,  krn ini akan menjadi tg jwb bpk di akherat kelak, ptm hentikan aja pak, ga ush minta perse7 an istana",-5,NEGATIF
869,"RT @orgcakepni: @schfess udh pjj lagi aja, banyak gaya jga ptm 100% di kira siswa nya semua pada taat prokes kali wkwk",14,POSITIF
870,"Jika demi kesehatan dan keselamatan anak-anak di DKI, abaikan saja penolakan itu Pak @aniesbaswedan.! Jalankan PJJ seperti di Bogor, Tangerang dan Bekasi. Jangan cuma ngadu ke media.  https://t.co/pAmH4X1o2V",-13,NEGATIF
871,"@detikcom Supaya ga sama2 salah, mari dibaca dulu isinya : Disini tidak ada kata yg menjelaskan penolakan selain itu disini orangtua bebas menentukan apakah anak didiknya mau PTM atau online. Dgn kapasitas maks 50%.",-7,NEGATIF
872,"@subschfess ptm, please gua gabisa pjj semua materi masuk nya lama bgt ga langsung konek, keterbatasan sinyal belom lagi kalo kelompok sumpah ya tuhan repot bgt walaupun bisa sambil nyantai tetep gasuka, ptm walaupun capek pulang pergi sekolah tp kaya seru gtu ðŸ˜­",-19,NEGATIF
873,@schfess padahl w kemarin udh mulai nyaman PTM eh skrg pjj lagi,8,POSITIF
874,gue beneran gajadi ptm lagiðŸ˜’c word caperrr anjir,-5,NEGATIF
875,@jejje113 Mending ptm lahh kak soalnya anaku msh di bangku dasar jd klu ada tugas dari guru mboknya yg puyengðŸ¥´ðŸ¥´,-13,NEGATIF
876," @Cintada16 sebenernya kalo nggak males baca sudah tertulis jelas aturan yang dibuat pusat, bahwa PTM 100% untuk PPKM level 1 dan 2 (yang masuk kriteria).. daerah lain vaksinnya tidak seperti Jkt, jadi boleh tidak 100% nanti kalo nggak ngikutin dibilang tidak nurut aturan pusat ha ha ha.. https://t.co/a4etvzYZJv",24,POSITIF
877,"nganterin adek ke sekolah, karna emng minggu ini jadwalnya dia hybrid. sampe sekolah suruh balik rumah karna kebijakan pemerintah stop ptm sementara. mantap mamank pegel kaki sy bcs make mobil manual mana rumah jauh kan, tp gpp untuk kesehatan kita bersamahðŸ‘ðŸ»",18,POSITIF
878,sumpah gue baru aja kemarin ngerasa mulai nyaman PTM. sekarang balik pjj lagi :),-1,NEGATIF
879,kenapa kemarin ptm 100% ya padahal udah tau ada omicron udh naik lagi.. coba kalo masih sesi sesi masih bisa berkurang lah ini https://t.co/nJ8UWnesX8,11,POSITIF
880,"@Fangrilsejati_ @txtdrjkt Syukur deh, wlpn daring bikin pusing tp drpd lu kenak covid:( moga aja lu ujian kelulusan nya pas ptm cepet kelar ajalah gue juga stress covid molooooo",3,POSITIF
881,"@piwchicks @schfess respon sekolah cuma berhati hati doang, tapi ptm tetep lanjut even guru gajelas",13,POSITIF
882,senin udah ptm terbatas alias gue msih takut buat ptm :D soalnya sekolah gue paling tinggi yg kena covid,4,POSITIF
883,@kdmliz ptm dan gua sngt males ketemu temen,-7,NEGATIF
884,"Gini ya,ptm itu lgi omicron gini angka itu 27rb bukan angka real,jadi liat angka satgas itu jgn loe telen mentah2,jadi tolol ,jauh dah juta an/ hari yg kena omicron,baik gej ringan/sedang,klo mau ptm,gak papa,tes pcr nya gedor,tiap sklh,/minggu,min 50%dri jmlh siswa @tvOneNews https://t.co/INOCw08e3u",-21,NEGATIF
885,"@subschfess guruku pas daring gitu, ngajar di negri (sekolahku) sama di swasta kan. Nah pas udh mulai ptm akhirnya guruku ini mutusin buat resign dri yang swasta sih soalnya di negri dia ngajar banyak kelas",2,POSITIF
886,"RT @Catatan_ali7: DUNIA MALAM Masih bebas dibuka DUNIA PENDIDIKAN (PTM) Mau distop selama sebulan diganti pelajaran jarak jauh ORANG KAYAâ€¦",6,POSITIF
887,@watashiure kenapaa?? ptm bukannya lebih cape??,-8,NEGATIF
888,@junmyeonnnie_ belum tau tapi disini masih ptm 50% pjj 50% jadi masih gantian gitu,-6,NEGATIF
889,pengen ptm lg biar bisa ketemu ayang,3,POSITIF
890,"@subschfess ptm gatau knp seru aja ptm, selain cepet nyambung jdi bisa ketemu temen juga jadi belajarnya ga kerasa cape, cuma kurangnya kebanyakan kerkom mulu",9,POSITIF
891,"Evaluasi PTM 100% , Pimpinan Komisi DPR RI X : kantor-kantor saja Pada WFH , masa PTM gak ditengah Lonjakan Covid-19. Benar juga dan setuju pendapat , Komisi X DPR RI tersebut â€¢ Ini bukan Penyakit musiman ini virus walaupun Tingkat Kematiannya rendah. https://t.co/Qd46GJ6b02",-8,NEGATIF
892,"PTM baru dimulai,katanya sarat masuk PTM 100% anak anak harus vaksin,kok tetiba PTM dibatalkan krn ada Omicron datang,trus fungsi vaksin buat apa?jujur nanya saya inimah....Ruwet!!!!",-22,NEGATIF
893,super duper mega kesel karna ga jadi ptm,5,POSITIF
894,Udah nyaman PTM tiba tiba Daring tuh kayak dighosting cowok ðŸ™ðŸ¼,10,POSITIF
895,"RT @urikusuma: @aik_arif Anak saya kena positif setelah di paksa hrs mengikuti PTM, jika tdk ikut maka tdk dpt materi dr sekolah, skrg kenaâ€¦",-14,NEGATIF
896,"@BULLFRONT @jokowi Kan sudah jelas, 50% kehadiran. Trus orangtua berhak memilih anaknya PJJ. Jadi deal sekolah langsung dengan ortu siswa. Dalam hal ini pemda melalui disdik gak bisa memaksa PTM kalo nyatanya ortu memilih PJJ",11,POSITIF
897,Ya Allah pengen ptm terus aku capek. Pengen PTN juga,10,POSITIF
898,"@schfess sekolah biasa ptm, ulangan online ðŸ‘",5,POSITIF
899,sudah nyaman ptm ðŸ˜”,9,POSITIF
900,"ptm, dikasih tugas guru, gurunya ada rapat, ngerjain tugas sambil nonton upin ipinðŸ‘",4,POSITIF
901,sedih si kalo ptm dihentikan,-6,NEGATIF
902,@pinkybukanpink ANJDDNAKNS UDH NYAMAN SAMA PTM GASI,16,POSITIF
903,wkwkwkjwks iyaa anjg gua selalu blg males ptm tp akhir akhir ini lagi nyaman https://t.co/Ke7udThNG6,-5,NEGATIF
904,"@ryndxz_ enak bangeett, gue udah gumoh ama ptmðŸ˜­",-1,NEGATIF
905,@O6O6sites pengen ptm bgt g si lo allllllll,9,POSITIF
906,"@convomf ptm, bisa deket sama temen, cepet paham sama materi. dan terakhir, dapet duit jajan",14,POSITIF
907,"@schfess padahal udh enak ptm dpet duit jajan, eh malah daring lagiiiðŸ˜€",4,POSITIF
908,@vaniilabluee Sad bngt...padahal udh enak PTM,6,POSITIF
909,"@schfess boro boro pjj, sekolah gue dari agustus 2020 ptm 100% hhh",-13,NEGATIF
910,"RT @francmohede: Dengan keraguan tinggi gue juga senang dan dukung banget anak2 bisa PTM, termasuk Masgub @aniesbaswedan yang juga punya anâ€¦",9,POSITIF
911,"aku daring lagi, soalnya ada guru yg positif, pdhl mh enak ptm ðŸ˜¢",12,POSITIF
912,"RT @Catatan_ali7: PTM harus tetap berjalan demi para penerus bangsa mendapatkan Pendidikan yang layak dan semestinya

CAFE CAFE NOH DISELURâ€¦",8,POSITIF
913,"@schfess cirebon, padahal anak sekolah udah da yg positif. dan ini info dari sekolah juga wkwk ptm 100% pake masker pas dokumentasi doang https://t.co/4QRFJQXZD7",5,POSITIF
914,@nayeonlucu ah seruu masih ptm,8,POSITIF
915,demi apa demi apa demi apa gua kngn bgtttt djwhdjsbfujrjfn aaaa gila ptm bener bener all day yang kayaaa anjr ga smpt bngt buka twt ngikutin anak anak lelahh ptm ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,-8,NEGATIF
916,"@lucywiryono Ah bisa2 aja, PTM Jakarta 100% lho, terlebih usulan Anies ditolak sama Luhut.. Hebat kan",1,POSITIF
917,@nzhcl enak banget masih ptm,6,POSITIF
918,@subschfess PTM enak ga dikurangin uang jajan+ketemu temen temen dan belajarnya bener kalau PJJ aku males ngerjain tugasðŸ˜­,11,POSITIF
919,Tapi ga bisa sekarang sekolah udh full ptmðŸ˜”,8,POSITIF
920,gue udh nyaman ptm tapi klo kondisinya ga nyaman gini mending pjj aja lgi,9,POSITIF
921,@sunricberry_ ENAK BANGET MASIH PTMðŸ˜žðŸ˜žðŸ˜žðŸ˜ž SEMANGAT PTMNYAHðŸ™„ðŸ’ª,6,POSITIF
922,w sdh mls ptm kalo 50% jdi semoga senin ga sklh ðŸ˜­ðŸ˜­ðŸ˜­,4,POSITIF
923,"Aduh rencana mau ngekost disuruh nunda dulu soalnya virus makin naik, adekku yang udah ke sekolah disuruh pulang trs keknya bakal ga dibolehin ptm lagiðŸ˜­",11,POSITIF
924,"@convomf bener si, aku juga ngerasa gitu nder. kemaren perasaan baru aja PTM, kerasanya cuma seminggu ternyata uda 2 minggu PTM, eh ternyata aku juga uda seminggu balik PJJ dan ga kerasa sama sekali",-1,NEGATIF
925,@marschweitzer di aku masih ptm huhu,2,POSITIF
926,Mingdep jadinya ptm 50% yey aku ga diizinin ke sekolah :D,0,NETRAL
927,"@Yyaoca_ IYAA BENERRRR, pdhl udh terbiasa ptm",11,POSITIF
928,"@xezens @subschfess iya emg agak ribet. tp drpd sama skali ga ptm, cape juga pjj trus ga ada interaksi dgn guru. mau chat guru pun kek segan bgt, itu pun bukannya lngsng direspon. klo ptm gitu kan enak lngsng direspon :"")",20,POSITIF
929,"@treatstars Ini gimananya lebih ke konteks ptm pjj kali ya
Aku lagi libur semester sekarang mah
Semester genap nanti sama kayak sebelumnya, offline buat yang mau ajaa, aku blom mau jadi masih di rumahh ðŸ˜‚",26,POSITIF
930,"RT @l0eydust: @schfess @netacakep org"" kok pada demen pjj dah wkwkwkw, iya gue tau emg situasi nya ga memungkinkan bgt buat ptm, tapi ya kaâ€¦",-1,NEGATIF
931,"@Brandenburg__ Wkwk aku pribadi lebih prefer ke PTM Krn bisa lebih produktif
Takut bgt klo PJJ lgie",-1,NEGATIF
932,PTM BIKIN MAKIN GA TENANG HIDUP,9,POSITIF
933,@cloudvanguard1 @rhezas8 @E_Pramono @nynov @CNNIndonesia Diatas ptm tetap hrs jalan krn aturannya level 2 ....... Jd surat diknas tdk mengatur sekolah boleh pjj.... Klu mau masuk hrs antigen..... Akal2an pengusaha,-3,NEGATIF
934,"@kthllcyv huhuu enak nyaa, aku terakhir ptm kmrinðŸ˜”",5,POSITIF
935,@schfess tapi udh nyaman sama ptm :( cuma kalo masuk buat cari penyakit buat apa?,0,NETRAL
936,"iy anjing ngeselin bgt pas ptm bukannya blg makasih udh gw bagi ilmu gw eh malah digituin, gw gigit lo https://t.co/SMV7tC3ElL",-12,NEGATIF
937,"RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang dâ€¦",0,NETRAL
938,suka ptm tapi kl ulangannya pjj aja bisa ga,3,POSITIF
939,asli gua benci bgt ptm 50% anjinggg,-1,NEGATIF
940,"@jaeyongcib Gaenakk, maunya ptm :((",-4,NEGATIF
941,ALHAMDULILLAH SENIN JADI PTMðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž,6,POSITIF
942,"Gue setuju ptm full, soalnya seru. Tapi karena keadaan lagi gak memungkinkan, yaudah 50%

PJJ MENYIKSA BANGET YA ANJIR BUAT ANAK SMK. TAR GUE LULUS NGANG NGONG NGANG NGONG ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤— https://t.co/IVtGNNaFxd",-9,NEGATIF
943,"@sadgittagirlz pdhl udh nyaman bgt ptm :(( semoga aj pjj ini bnr cuma 2 minggu, rada trauma soalnya sama kata ""2 minggu""",12,POSITIF
944,"RT @fadlizon: Ini aneh. Harusnya ketika Covid 19 sdg tinggi ya PTM dihentikan sementara. Kalau sdh landai, PTM bisa dilanjutkan. Siapa yg bâ€¦",10,POSITIF
945,Gamau PTM ðŸ˜­,-4,NEGATIF
946,"@PJW3404_ pjj mulai dari kemarin tapi cuma sampe tanggal 9, tanggal 10 udah mulai ptm lagi",-14,NEGATIF
947,"@tyuniverse__ huhuhu samaa, serentak deh ini di pjj in pdhl baru 3 minggu ptm:((",-3,NEGATIF
948,@imurfuturepilot wiiih mantap muff aku jadi pengen lari lagi tapi kehalang sama ptm mulu jadi suka gak sempetðŸ˜­,2,POSITIF
949,"@lita7lof iyasih kek maba, kan baru ptm ntr minggu depan ðŸ˜­ðŸ˜­ ooh kirain diatas aku ekekeke",-5,NEGATIF
950,"Cape banget, baru aja mulai PTM beberapa bulan eh sekarang udah daring aja lagi. Gue ga mau woi kehilangan masa SMA gue dengan kenolepan",-2,NEGATIF
951,"@everyone_ggyu ptm, kalau di jelasin langsung masuk ke otak",0,NETRAL
952,"Vaksin sudah 100% lebih, PTM mau disetop. Gak ada guna. Percum tak bergun. https://t.co/XEPDjLjvHt",20,POSITIF
953,@wordmtchaa Semoga bisa ptm lagiii secepatnya yaaa,1,POSITIF
954,"@detikcom Halah, giliran nt di kasih PTM 100%,  lalu ada yg KOMPLAIN, nyalain LG pusat. Dasar buzzer DKI",-2,NEGATIF
955,aku belom nyobain ptm full pdhal :(,-3,NEGATIF
956,"@sadgittagirlz u too! 
udh pjj lgi aaaa pdhl udh seneng ptmðŸ˜”",14,POSITIF
957,anjir ptm 50%???????,1,POSITIF
958,@convomf hrsny ptm tp batal anjir jd daring,-2,NEGATIF
959,"@schfess setuju, daripada nanti makin parah dan makin gak bisa ptm full lagi",-3,NEGATIF
960,"@convomf ptm, karena ulangan jadi bentar aja",-2,NEGATIF
961,gapapa lah ya daring 100% yang penting jgn 50% ptm 50% pjj lagi,0,NETRAL
962,@jekeylins GW MASIH PTM YA ALLAH AMIT AMIT PJJ LAGI DAH,-8,NEGATIF
963,"banyak yg izin g ptm, kalo kaya gitu mending gue juga:)) masih bisa lanjut bobo",-2,NEGATIF
964,Kalian ptm atau pjj? W PJJ LAGI NGENTOTTT SEBELLL,-15,NEGATIF
965,"Udah senang PTM 100%
Eh malah kembali online ðŸ˜…ðŸ˜…ðŸ˜… https://t.co/0vopkgDtb4",10,POSITIF
966,"Jujur enakan ptm, materi gampang banget masuk otak, tapi ga enaknya klo ngerjain tugas pasti gurunya keliling, jujur males sama guru yg kelilingðŸ™ƒðŸ˜‘",7,POSITIF
967,PTM anak sekolah di tindakan lagi gegara covid.. Entah mengapa nggak ada antisipasi dari awal di pihak sekolah atau dinas..,-14,NEGATIF
968,SchApp! Dom serang banten pjj ga? ih sklhku ptm 25% jd 9 org masuk gt terus ada sesi pagi sm siang tapi banyak yg ga masuk soalnya pada takut sama omic**n terus ada yg kena jugaaðŸ˜¸ðŸ¥² klo kaya gini mending daringin lg gasih?,0,NETRAL
969,"Pagi ini buka grup ada info kasus covid meningkat di daerah cinunuk sama cimekar
Wakasek kurikulum: jadwal akan berubah, kita bakal blended learning, yang utamanya online
Yang tadinya 100% udah PTM eh sekarang begini lagi
Seneeeng banget wkwkwkw",-3,NEGATIF
970,@Vick4_pikachu Gamau pjj pls...udh enak PTM,-1,NEGATIF
971,kangen ptm,3,POSITIF
972,"@schfess semoga sekolah gweh ttp ptm, walaupun cuma 50%. udah seneng koqðŸ˜”",4,POSITIF
973,"gue benci banget daring demi allah, lu liattt skrng gue baru bangunn anjir males mandi kaya ga smgt sekolahhh, ayolahhh woi gue mau ptmðŸ˜­ðŸ˜­ðŸ˜­",5,POSITIF
974,"BARU JUGA BILANG SENANG PTM PADAHAL YANG LAUN UDAH PJJ LAGI, TETIBA SEKOLAH AKU DIUMUMIN PJJ MANA TENGAH MALEM AAAAAAA",12,POSITIF
975,"@beeabiw betul, enakan ptm",7,POSITIF
976,"@loveinglty Sebenernya sih enak ptm, lebih ngerti materi cuman ptm nggak ada istirahat, capek",-4,NEGATIF
977,ANJING MAU PTM LAGI,-1,NEGATIF
978,RT @abcdefstdy: @schfess sekolah gw belum njir gw lagi nungguin pjj lagi soalnya cape bgt ptm,-15,NEGATIF
979,"@schfess PTM untuk kelas 6, 9, 12 aja plis saya butuh interaksi sama temen kalau kesusahan",-10,NEGATIF
980,@fadlizon Membingungkan. Satu sisi gembar gembor Covid meningkat lagi. Disisi lain bersikukuh tetap PTM. Maunya apa boss?,-4,NEGATIF
981,"@vrilliu__ jelas ptm, pjj makin males akunya:(",-2,NEGATIF
982,"@puwpies pjj, males ptm kebagian sesi sore mulu",-2,NEGATIF
983,"kasian bgt jdi gue!! PTM full gk ktmu ayang, PTM pke sesi jga gk ktmu ayang pdhl 1 sesi, skr malah PJJ!! untuk ayang, KENAPA DOYAN BANGET DIEM DIKELAS SIH? HAH?!! apa gk cape duduk terus? GATAU KALO AKU KANGEN?! mna dia adkel lgi, bntr lagi gue lulus woy!!!",-2,NEGATIF
984,"RT @DokterAri: Setuju PTM ditunda sampai 1 bulan ke depan,penularan memang bisa terjadi saat disekolah,ini terjadi pada kerabat kami,anaknyâ€¦",22,POSITIF
985,"Anjir aku takut kalo tiba tiba ptm 50% tapi pembagiannya pake absen ganjil genap, anjir lah temen temenku pada genap anjir aku ganjil",6,POSITIF
986,@Mdy_Asmara1701 mungkin ini maksudnya biar 100% siswa terpapar omicron dulu baru akan disetujui stop PTM di DKI ya? mungkin lho ya? ðŸ˜·,28,POSITIF
987,@schfess ptm 50% aja deh segitu aja badan saya sudah remuk,-8,NEGATIF
988,salah satu alasan mau ptm.. pjj banyak masalahnya https://t.co/KpWD92WyBd,4,POSITIF
989,skul gue doang kayaknya yg masih kekeuh ptm hadehhhh,-14,NEGATIF
990,@naceuzz Padahal udh enak PTM....,10,POSITIF
991,@skywrxv AAAAA SEDIH BGT UDH NYAMAN PTMðŸ˜­,6,POSITIF
992,"@convomf ptm, males banget",-3,NEGATIF
993,"@schfess ptm 50%, males dibully lagi",-11,NEGATIF
994,"Udh nyaman PTM.. eh daring lagi, gaoaoa smph",6,POSITIF
995,"Bukan ga suka sekolah ptm tapi lebih kurang banyak moment ma temen dikelas jadi kek bosen. Bosen nya ya karna obrolan nya itu"" Mulu kek ga ad bahasan lain. Aslinya seneng ptm ketemu ma yg srek tapi buat yg ono engga bikin risih",3,POSITIF
996,@CNNIndonesia Setuju jangan stop PTM,5,POSITIF
997,"RT @ChocoMaemi: @schfess Sejujurnya sekarang gw g setujuðŸ˜­ðŸ˜­ðŸ˜­, karena gw udah nyaman ptm,gw udah mulai kaya dulu sebelum pandemi jd ank mudahâ€¦",14,POSITIF
998,"@FarelrahmanOff2 Jujur iyaaa, ptm ga tau kenapa tugasnya 2x lipat lebih banyak ðŸ˜­ðŸ˜­ðŸ˜­",1,POSITIF
999,khusus pljrn hri ini maunya pjj hhh malah ptm,-13,NEGATIF
